 	Area	XM	YM	Circ.	AR	Round	Solidity
1	2	12.000	10.500	1.000	2.000	0.500	1.000
2	2	29.000	10.500	1.000	2.000	0.500	1.000
3	2	36.000	10.500	1.000	2.000	0.500	1.000
4	4	51.000	10.500	0.740	4.000	0.250	1.000
5	14	73.071	11.643	0.911	1.280	0.781	0.848
6	12	89.000	11.667	0.967	1.106	0.905	0.857
7	11	136.409	11.864	1.000	1.372	0.729	0.957
8	5	302.900	10.700	0.764	2.188	0.457	0.769
9	3	367.500	10.500	0.967	3.000	0.333	1.000
10	17	448.088	12.382	1.000	1.263	0.792	0.919
11	12	484.917	12.833	0.781	1.890	0.529	0.774
12	2	505.000	10.500	1.000	2.000	0.500	1.000
13	3	536.833	10.833	1.000	1.464	0.683	0.857
14	7	681.786	10.929	1.000	1.936	0.517	0.933
15	1	713.500	10.500	1.000	1.000	1.000	1.000
16	1	723.500	10.500	1.000	1.000	1.000	1.000
17	1	973.500	10.500	1.000	1.000	1.000	1.000
18	1	982.500	10.500	1.000	1.000	1.000	1.000
19	1	355.500	11.500	1.000	1.000	1.000	1.000
20	1	750.500	11.500	1.000	1.000	1.000	1.000
21	6	213.500	14.000	1.000	1.500	0.667	1.000
22	10	243.800	14.700	1.000	1.559	0.641	0.909
23	6	411.333	14.333	1.000	1.291	0.775	0.800
24	5	566.900	14.700	1.000	1.553	0.644	0.909
25	4	182.500	14.750	1.000	1.468	0.681	0.800
26	8	272.625	15.625	1.000	1.229	0.814	0.941
27	3	458.833	15.167	1.000	1.464	0.683	0.857
28	2	607.500	15.000	1.000	2.000	0.500	1.000
29	6	634.000	15.500	1.000	1.500	0.667	1.000
30	4	385.500	17.000	1.000	2.031	0.492	0.800
31	5	514.700	17.100	1.000	1.553	0.644	0.909
32	3	546.167	17.167	1.000	1.464	0.683	0.857
33	6	658.500	18.000	1.000	1.500	0.667	1.000
34	7	860.357	19.071	0.800	1.387	0.721	0.737
35	10	340.700	20.000	1.000	1.327	0.753	0.909
36	5	350.300	19.100	1.000	1.553	0.644	0.909
37	2	643.500	19.000	1.000	2.000	0.500	1.000
38	8	312.625	20.375	1.000	1.229	0.814	0.941
39	6	145.000	21.167	0.916	1.809	0.553	0.857
40	1	475.500	20.500	1.000	1.000	1.000	1.000
41	13	528.808	21.500	0.956	1.551	0.645	0.929
42	8	81.000	22.500	1.000	1.195	0.837	0.800
43	8	963.750	24.875	0.914	1.605	0.623	0.800
44	2	430.500	25.000	1.000	2.000	0.500	1.000
45	4	464.500	25.250	0.698	2.654	0.377	0.667
46	7	502.500	25.500	1.000	1.596	0.626	0.875
47	6	651.333	25.333	1.000	1.291	0.775	0.800
48	1	711.500	24.500	1.000	1.000	1.000	1.000
49	2	971.000	24.500	1.000	2.000	0.500	1.000
50	8	286.000	26.500	1.000	1.195	0.837	0.800
51	4	563.000	26.000	1.000	1.000	1.000	1.000
52	5	826.700	25.900	1.000	1.553	0.644	0.909
53	13	29.346	28.500	1.000	1.622	0.617	0.929
54	2	362.500	27.000	1.000	2.000	0.500	1.000
55	9	547.833	27.611	1.000	1.340	0.746	0.857
56	2	627.000	26.500	1.000	2.000	0.500	1.000
57	3	986.167	27.167	1.000	1.464	0.683	0.857
58	10	513.300	29.000	1.000	1.327	0.753	0.909
59	14	71.214	30.000	1.000	1.020	0.981	0.933
60	3	937.833	28.833	1.000	1.464	0.683	0.857
61	9	208.833	30.611	1.000	1.340	0.746	0.857
62	10	473.500	31.000	1.000	1.551	0.645	0.909
63	2	953.500	30.000	1.000	2.000	0.500	1.000
64	12	128.000	32.000	1.000	1.000	1.000	0.857
65	1	661.500	30.500	1.000	1.000	1.000	1.000
66	4	192.750	32.500	0.857	1.468	0.681	0.800
67	1	999.500	31.500	1.000	1.000	1.000	1.000
68	1	39.500	32.500	1.000	1.000	1.000	1.000
69	2	87.000	32.500	1.000	2.000	0.500	1.000
70	4	335.000	33.000	1.000	1.000	1.000	1.000
71	1	372.500	32.500	1.000	1.000	1.000	1.000
72	7	445.500	34.500	1.000	1.596	0.626	0.875
73	1	600.500	33.500	1.000	1.000	1.000	1.000
74	12	166.833	36.250	1.000	1.135	0.881	0.857
75	2	457.000	34.500	1.000	2.000	0.500	1.000
76	2	742.000	34.500	1.000	2.000	0.500	1.000
77	4	20.000	36.000	1.000	1.000	1.000	1.000
78	12	183.833	37.417	0.851	1.711	0.584	0.828
79	10	285.300	36.500	1.000	1.236	0.809	0.909
80	3	567.833	36.167	1.000	1.464	0.683	0.857
81	5	614.300	35.900	1.000	1.553	0.644	0.909
82	2	802.000	35.500	1.000	2.000	0.500	1.000
83	5	725.300	36.900	1.000	1.553	0.644	0.909
84	6	60.000	39.500	1.000	1.500	0.667	1.000
85	5	354.500	39.500	0.873	1.000	1.000	0.714
86	6	504.167	40.000	0.809	1.809	0.553	0.857
87	4	592.000	40.000	1.000	1.000	1.000	1.000
88	3	110.167	41.167	1.000	1.464	0.683	0.857
89	6	202.333	41.667	1.000	1.291	0.775	0.800
90	1	212.500	40.500	1.000	1.000	1.000	1.000
91	5	229.700	40.900	1.000	1.553	0.644	0.909
92	8	380.000	42.000	1.000	2.000	0.500	1.000
93	1	760.500	41.500	1.000	1.000	1.000	1.000
94	10	141.700	43.400	1.000	1.288	0.776	0.909
95	2	222.000	42.500	1.000	2.000	0.500	1.000
96	5	807.500	43.500	0.873	1.000	1.000	0.714
97	6	903.667	43.333	1.000	1.291	0.775	0.800
98	7	23.214	44.500	1.000	1.069	0.936	0.875
99	6	258.667	44.667	1.000	1.291	0.775	0.800
100	1	393.500	43.500	1.000	1.000	1.000	1.000
101	2	442.500	45.000	1.000	2.000	0.500	1.000
102	5	495.700	45.100	1.000	1.553	0.644	0.909
103	1	275.500	45.500	1.000	1.000	1.000	1.000
104	9	553.389	47.167	1.000	1.340	0.746	0.857
105	2	967.000	45.500	1.000	2.000	0.500	1.000
106	2	693.000	46.500	1.000	2.000	0.500	1.000
107	1	1007.500	46.500	1.000	1.000	1.000	1.000
108	3	360.833	47.833	1.000	1.464	0.683	0.857
109	3	466.167	47.833	1.000	1.464	0.683	0.857
110	1	107.500	48.500	1.000	1.000	1.000	1.000
111	7	174.786	49.500	1.000	1.069	0.936	0.875
112	11	203.773	49.682	0.887	1.619	0.618	0.846
113	2	536.000	48.500	1.000	2.000	0.500	1.000
114	4	308.000	51.000	1.000	1.000	1.000	1.000
115	6	315.500	51.000	1.000	1.500	0.667	1.000
116	8	375.000	51.000	1.000	2.000	0.500	1.000
117	6	1012.500	51.000	1.000	1.500	0.667	1.000
118	9	259.611	54.167	1.000	1.340	0.746	0.857
119	5	734.900	53.100	0.764	2.610	0.383	0.769
120	6	241.333	54.667	1.000	1.291	0.775	0.800
121	12	616.583	55.417	0.967	1.939	0.516	0.889
122	5	384.300	54.900	1.000	1.553	0.644	0.909
123	2	506.500	55.000	1.000	2.000	0.500	1.000
124	3	543.500	54.500	0.967	3.000	0.333	1.000
125	10	485.700	56.600	0.887	1.976	0.506	0.800
126	2	354.500	57.000	1.000	2.000	0.500	1.000
127	10	395.000	57.700	1.000	1.384	0.723	0.909
128	1	63.500	57.500	1.000	1.000	1.000	1.000
129	3	957.167	58.833	1.000	1.464	0.683	0.857
130	1	118.500	59.500	1.000	1.000	1.000	1.000
131	9	533.611	61.167	1.000	1.340	0.746	0.857
132	5	967.300	59.900	1.000	1.553	0.644	0.909
133	3	129.167	60.833	1.000	1.464	0.683	0.857
134	6	642.667	61.667	1.000	1.291	0.775	0.800
135	1	46.500	61.500	1.000	1.000	1.000	1.000
136	6	141.500	62.000	1.000	1.500	0.667	1.000
137	6	371.000	62.500	1.000	1.500	0.667	1.000
138	6	768.000	62.000	0.916	2.082	0.480	0.857
139	8	872.000	62.000	1.000	2.000	0.500	1.000
140	2	998.500	62.000	1.000	2.000	0.500	1.000
141	7	159.357	63.786	1.000	1.380	0.725	0.875
142	2	288.500	63.000	1.000	2.000	0.500	1.000
143	14	379.714	64.571	0.993	1.318	0.759	0.848
144	3	406.500	62.500	0.967	3.000	0.333	1.000
145	6	732.500	63.000	1.000	1.500	0.667	1.000
146	2	284.000	63.500	1.000	2.000	0.500	1.000
147	1	316.500	63.500	1.000	1.000	1.000	1.000
148	3	828.833	63.833	1.000	1.464	0.683	0.857
149	1	341.500	64.500	1.000	1.000	1.000	1.000
150	10	419.300	66.200	1.000	1.559	0.641	0.909
151	6	430.000	65.000	0.916	2.082	0.480	0.857
152	6	460.000	66.500	1.000	1.500	0.667	1.000
153	5	574.700	66.100	1.000	1.553	0.644	0.909
154	6	977.500	66.000	1.000	1.500	0.667	1.000
155	6	1008.667	66.667	1.000	1.291	0.775	0.800
156	6	12.167	68.333	0.809	2.237	0.447	0.857
157	2	350.500	68.000	1.000	2.000	0.500	1.000
158	5	990.700	67.900	1.000	1.553	0.644	0.909
159	4	264.000	69.000	1.000	1.000	1.000	1.000
160	13	836.192	70.346	0.922	1.263	0.792	0.788
161	6	152.000	70.167	0.916	1.809	0.553	0.857
162	7	881.500	70.500	1.000	1.596	0.626	0.875
163	6	395.667	71.667	1.000	1.291	0.775	0.800
164	16	438.688	73.125	1.000	1.568	0.638	0.914
165	2	488.500	72.000	1.000	2.000	0.500	1.000
166	13	163.577	74.115	0.846	1.749	0.572	0.788
167	3	290.167	73.167	1.000	1.464	0.683	0.857
168	8	404.000	73.500	1.000	1.195	0.837	0.800
169	1	451.500	72.500	1.000	1.000	1.000	1.000
170	5	361.700	74.100	1.000	1.553	0.644	0.909
171	4	798.750	74.500	0.857	1.468	0.681	0.800
