 	Area	XM	YM	Circ.	AR	Round	Solidity
1	3	41.833	11.167	1.000	1.464	0.683	0.857
2	1	70.500	10.500	1.000	1.000	1.000	1.000
3	3	108.167	11.167	1.000	1.464	0.683	0.857
4	7	127.357	10.786	0.718	2.423	0.413	0.824
5	2	144.000	10.500	1.000	2.000	0.500	1.000
6	1	194.500	10.500	1.000	1.000	1.000	1.000
7	3	293.500	10.500	0.967	3.000	0.333	1.000
8	4	306.000	10.500	0.740	4.000	0.250	1.000
9	7	353.214	10.929	0.943	1.936	0.517	0.933
10	7	404.786	10.929	1.000	1.936	0.517	0.933
11	1	438.500	10.500	1.000	1.000	1.000	1.000
12	4	444.000	10.500	0.740	4.000	0.250	1.000
13	11	485.773	10.955	0.809	2.858	0.350	0.957
14	5	550.300	10.900	1.000	1.553	0.644	0.909
15	21	636.214	12.548	0.802	1.807	0.553	0.792
16	8	650.875	11.750	0.914	1.435	0.697	0.842
17	2	661.500	11.000	1.000	2.000	0.500	1.000
18	2	731.500	11.000	1.000	2.000	0.500	1.000
19	3	760.500	10.500	0.967	3.000	0.333	1.000
20	1	809.500	10.500	1.000	1.000	1.000	1.000
21	1	930.500	10.500	1.000	1.000	1.000	1.000
22	2	977.000	10.500	1.000	2.000	0.500	1.000
23	19	367.079	14.079	1.000	1.491	0.671	0.884
24	1	389.500	11.500	1.000	1.000	1.000	1.000
25	1	531.500	11.500	1.000	1.000	1.000	1.000
26	12	583.917	13.250	1.000	1.281	0.780	0.857
27	6	855.667	12.500	1.000	1.809	0.553	0.800
28	2	954.500	13.000	1.000	2.000	0.500	1.000
29	7	455.500	14.214	1.000	1.069	0.936	0.875
30	8	79.625	15.625	1.000	1.229	0.814	0.941
31	1	334.500	14.500	1.000	1.000	1.000	1.000
32	8	751.375	15.625	1.000	1.229	0.814	0.941
33	4	255.000	16.000	1.000	1.000	1.000	1.000
34	8	1007.250	16.750	0.914	1.416	0.706	0.800
35	9	381.833	17.611	1.000	1.340	0.746	0.857
36	2	677.000	17.500	1.000	2.000	0.500	1.000
37	8	921.625	19.250	0.914	1.939	0.516	0.842
38	10	274.500	20.000	1.000	1.551	0.645	0.909
39	8	591.875	19.750	1.000	1.605	0.623	0.800
40	1	826.500	18.500	1.000	1.000	1.000	1.000
41	1	131.500	19.500	1.000	1.000	1.000	1.000
42	6	498.000	20.500	1.000	1.500	0.667	1.000
43	12	530.917	21.250	1.000	1.281	0.780	0.857
44	3	740.833	19.833	1.000	1.464	0.683	0.857
45	4	767.000	20.000	1.000	1.000	1.000	1.000
46	1	890.500	19.500	1.000	1.000	1.000	1.000
47	1	400.500	21.500	1.000	1.000	1.000	1.000
48	4	396.000	23.000	1.000	1.000	1.000	1.000
49	6	601.333	23.333	1.000	1.291	0.775	0.800
50	4	717.000	23.000	1.000	1.000	1.000	1.000
51	3	359.833	23.833	1.000	1.464	0.683	0.857
52	5	461.300	23.900	1.000	1.553	0.644	0.909
53	5	667.100	24.700	1.000	1.553	0.644	0.909
54	5	565.300	24.900	1.000	1.553	0.644	0.909
55	5	797.700	24.900	1.000	1.553	0.644	0.909
56	2	649.500	27.000	1.000	2.000	0.500	1.000
57	10	166.100	29.400	0.887	1.327	0.754	0.800
58	7	285.500	28.214	1.000	1.069	0.936	0.875
59	3	407.833	27.833	1.000	1.464	0.683	0.857
60	3	759.167	27.833	1.000	1.464	0.683	0.857
61	3	335.167	29.167	1.000	1.464	0.683	0.857
62	4	919.000	29.000	1.000	1.000	1.000	1.000
63	2	261.000	29.500	1.000	2.000	0.500	1.000
64	2	353.500	30.000	1.000	2.000	0.500	1.000
65	1	381.500	29.500	1.000	1.000	1.000	1.000
66	1	1007.500	29.500	1.000	1.000	1.000	1.000
67	3	308.500	31.500	0.809	3.000	0.333	1.000
68	11	468.409	31.864	1.000	1.372	0.729	0.957
69	3	627.833	30.833	1.000	1.464	0.683	0.857
70	4	689.000	31.000	1.000	1.000	1.000	1.000
71	21	720.833	32.024	0.824	1.922	0.520	0.875
72	3	943.500	31.500	0.809	3.000	0.333	1.000
73	4	959.000	31.500	0.857	2.031	0.492	0.800
74	11	214.045	32.864	1.000	1.139	0.878	0.815
75	7	371.214	32.500	1.000	1.069	0.936	0.875
76	3	547.833	31.833	1.000	1.464	0.683	0.857
77	4	585.000	32.000	1.000	1.000	1.000	1.000
78	4	707.000	32.000	1.000	1.000	1.000	1.000
79	2	854.500	32.000	1.000	2.000	0.500	1.000
80	5	1013.300	32.900	0.674	2.188	0.457	0.769
81	6	934.000	33.500	1.000	1.500	0.667	1.000
82	11	495.955	33.864	0.609	3.615	0.277	0.880
83	4	527.000	34.000	1.000	1.000	1.000	1.000
84	5	745.900	34.300	1.000	1.553	0.644	0.909
85	7	109.214	35.500	1.000	1.069	0.936	0.875
86	11	509.864	36.136	0.976	1.450	0.690	0.815
87	4	604.000	35.000	1.000	1.000	1.000	1.000
88	6	640.500	36.000	0.686	2.810	0.356	0.750
89	1	847.500	34.500	1.000	1.000	1.000	1.000
90	3	919.167	34.833	1.000	1.464	0.683	0.857
91	4	997.000	35.500	0.857	2.031	0.492	0.800
92	6	54.333	36.667	1.000	1.291	0.775	0.800
93	14	297.071	37.500	0.535	3.668	0.273	0.622
94	3	889.167	36.167	1.000	1.464	0.683	0.857
95	3	273.167	36.833	1.000	1.464	0.683	0.857
96	4	781.500	37.000	1.000	2.031	0.492	0.800
97	7	881.071	37.786	0.898	1.668	0.600	0.778
98	3	119.167	39.167	1.000	1.464	0.683	0.857
99	2	678.500	39.000	1.000	2.000	0.500	1.000
100	1	862.500	38.500	1.000	1.000	1.000	1.000
101	1	356.500	39.500	1.000	1.000	1.000	1.000
102	5	36.100	41.300	1.000	1.553	0.644	0.909
103	2	454.500	41.000	1.000	2.000	0.500	1.000
104	4	483.000	41.000	1.000	1.000	1.000	1.000
105	6	575.500	41.000	1.000	1.500	0.667	1.000
106	5	594.700	41.100	1.000	1.553	0.644	0.909
107	3	753.833	40.833	1.000	1.464	0.683	0.857
108	2	62.000	41.500	1.000	2.000	0.500	1.000
109	7	265.500	42.786	1.000	1.069	0.936	0.875
110	6	519.833	42.333	0.916	1.124	0.890	0.800
111	9	530.389	42.833	1.000	1.340	0.746	0.857
112	3	552.833	42.167	1.000	1.464	0.683	0.857
113	7	718.929	42.357	0.898	1.387	0.721	0.737
114	6	957.000	43.000	0.809	2.082	0.480	0.857
115	2	844.500	43.000	1.000	2.000	0.500	1.000
116	2	793.000	43.500	1.000	2.000	0.500	1.000
117	1	948.500	43.500	1.000	1.000	1.000	1.000
118	1	284.500	44.500	1.000	1.000	1.000	1.000
119	1	302.500	44.500	1.000	1.000	1.000	1.000
120	8	317.125	46.500	0.740	2.232	0.448	0.889
121	3	893.167	45.167	1.000	1.464	0.683	0.857
122	2	933.500	45.000	1.000	2.000	0.500	1.000
123	5	72.300	45.900	1.000	1.553	0.644	0.909
124	1	704.500	45.500	1.000	1.000	1.000	1.000
125	12	884.583	47.333	0.967	1.579	0.633	0.889
126	3	916.833	46.167	1.000	1.464	0.683	0.857
127	4	339.000	47.000	1.000	1.000	1.000	1.000
128	11	361.045	48.136	1.000	1.139	0.878	0.815
129	2	972.000	46.500	1.000	2.000	0.500	1.000
130	1	398.500	47.500	1.000	1.000	1.000	1.000
131	10	481.700	50.000	1.000	1.327	0.753	0.909
