 	Area	XM	YM	Circ.	AR	Round	Solidity
1	4	11.750	11.500	0.857	1.468	0.681	0.800
2	5	93.700	10.900	1.000	1.553	0.644	0.909
3	8	105.750	11.375	1.000	1.939	0.516	0.842
4	2	171.000	10.500	1.000	2.000	0.500	1.000
5	2	180.000	10.500	1.000	2.000	0.500	1.000
6	14	248.214	11.857	1.000	1.239	0.807	0.933
7	4	268.500	10.750	1.000	1.468	0.681	0.800
8	5	314.900	11.300	1.000	1.553	0.644	0.909
9	10	343.000	11.500	1.000	1.551	0.645	0.909
10	4	390.000	10.500	0.740	4.000	0.250	1.000
11	3	445.500	10.500	0.967	3.000	0.333	1.000
12	1	511.500	10.500	1.000	1.000	1.000	1.000
13	4	553.000	11.000	1.000	1.000	1.000	1.000
14	5	580.700	10.900	1.000	1.553	0.644	0.909
15	3	592.500	10.500	0.967	3.000	0.333	1.000
16	2	606.000	10.500	1.000	2.000	0.500	1.000
17	1	651.500	10.500	1.000	1.000	1.000	1.000
18	6	665.667	11.333	1.000	1.291	0.775	0.800
19	3	696.500	10.500	0.967	3.000	0.333	1.000
20	3	710.833	11.167	1.000	1.464	0.683	0.857
21	9	797.278	10.944	0.923	2.386	0.419	0.947
22	3	895.167	10.833	1.000	1.464	0.683	0.857
23	9	921.278	10.944	0.923	2.386	0.419	0.947
24	1	66.500	11.500	1.000	1.000	1.000	1.000
25	2	436.500	13.000	1.000	2.000	0.500	1.000
26	4	455.750	13.500	0.857	1.468	0.681	0.800
27	2	687.500	13.000	1.000	2.000	0.500	1.000
28	4	731.000	13.000	1.000	1.000	1.000	1.000
29	1	521.500	13.500	1.000	1.000	1.000	1.000
30	1	905.500	13.500	1.000	1.000	1.000	1.000
31	1	1009.500	14.500	1.000	1.000	1.000	1.000
32	8	113.750	16.750	0.914	1.416	0.706	0.800
33	12	133.917	17.250	1.000	1.281	0.780	0.857
34	8	367.750	17.125	0.914	1.605	0.623	0.800
35	9	644.167	16.611	1.000	1.340	0.746	0.857
36	12	236.833	18.000	1.000	1.281	0.781	0.857
37	2	401.000	17.000	0.785	2.646	0.378	0.667
38	3	971.167	17.167	1.000	1.464	0.683	0.857
39	2	200.500	18.000	1.000	2.000	0.500	1.000
40	2	335.000	17.500	1.000	2.000	0.500	1.000
41	6	424.833	19.000	0.809	1.809	0.553	0.857
42	6	537.500	18.000	1.000	1.500	0.667	1.000
43	11	721.773	18.409	0.887	1.892	0.528	0.880
44	1	761.500	17.500	1.000	1.000	1.000	1.000
45	4	989.000	18.000	1.000	1.000	1.000	1.000
46	9	162.833	19.500	1.000	1.542	0.648	0.857
47	5	415.100	19.300	1.000	1.553	0.644	0.909
48	4	143.500	21.000	0.645	4.000	0.250	1.000
49	2	346.500	20.000	1.000	2.000	0.500	1.000
50	16	680.188	21.812	0.927	1.337	0.748	0.842
51	11	407.136	21.955	1.000	1.139	0.878	0.815
52	5	626.300	21.100	1.000	1.553	0.644	0.909
53	9	434.611	22.833	1.000	1.340	0.746	0.857
54	2	476.000	21.500	1.000	2.000	0.500	1.000
55	3	999.500	21.500	0.967	3.000	0.333	1.000
56	4	1003.250	22.250	0.857	2.000	0.500	0.800
57	6	67.500	23.000	1.000	1.500	0.667	1.000
58	4	209.000	23.000	1.000	1.000	1.000	1.000
59	3	227.833	22.833	1.000	1.464	0.683	0.857
60	8	246.500	24.000	0.914	1.195	0.837	0.800
61	5	307.300	22.900	1.000	1.553	0.644	0.909
62	6	582.167	23.167	0.916	1.593	0.628	0.857
63	7	734.500	23.500	1.000	1.596	0.626	0.875
64	6	12.333	24.333	1.000	1.291	0.775	0.800
65	7	54.071	24.786	0.898	1.668	0.600	0.778
66	4	270.000	24.000	1.000	1.000	1.000	1.000
67	11	116.409	26.136	0.853	1.432	0.698	0.759
68	22	392.773	25.591	0.509	3.323	0.301	0.815
69	7	592.500	25.214	1.000	1.069	0.936	0.875
70	4	529.000	26.000	1.000	1.000	1.000	1.000
71	4	915.000	26.000	1.000	1.000	1.000	1.000
72	6	132.333	27.167	0.916	1.124	0.890	0.800
73	1	135.500	26.500	1.000	1.000	1.000	1.000
74	2	712.500	27.000	1.000	2.000	0.500	1.000
75	7	886.500	27.786	1.000	1.069	0.936	0.875
76	2	332.000	27.500	1.000	2.000	0.500	1.000
77	2	607.000	27.500	1.000	2.000	0.500	1.000
78	2	671.000	28.000	0.785	2.646	0.378	0.667
79	9	962.833	28.389	1.000	1.340	0.746	0.857
80	8	237.375	29.375	1.000	1.229	0.814	0.941
81	2	701.000	28.500	1.000	2.000	0.500	1.000
82	15	37.167	31.700	0.976	1.369	0.730	0.857
83	3	472.833	30.167	1.000	1.464	0.683	0.857
84	12	624.667	31.583	0.851	1.572	0.636	0.774
85	6	105.000	31.500	1.000	1.500	0.667	1.000
86	6	350.667	30.833	0.615	3.254	0.307	0.750
87	5	407.900	31.700	1.000	1.553	0.644	0.909
88	10	568.700	31.500	1.000	1.236	0.809	0.909
89	3	680.833	31.167	1.000	1.464	0.683	0.857
90	11	124.591	33.136	1.000	1.372	0.729	0.957
91	1	551.500	31.500	1.000	1.000	1.000	1.000
92	12	76.833	33.833	1.000	1.651	0.606	0.889
93	10	596.700	33.500	1.000	1.236	0.809	0.909
94	6	586.000	34.500	1.000	1.500	0.667	1.000
95	5	48.500	35.300	0.873	1.496	0.668	0.714
96	13	334.885	35.885	1.000	1.159	0.863	0.897
97	5	207.500	36.500	0.873	1.000	1.000	0.714
98	9	765.611	37.167	1.000	1.340	0.746	0.857
99	11	95.591	38.136	1.000	1.372	0.729	0.957
100	6	134.667	37.333	1.000	1.291	0.775	0.800
101	1	186.500	36.500	1.000	1.000	1.000	1.000
102	2	890.000	36.500	1.000	2.000	0.500	1.000
103	2	11.500	38.000	1.000	2.000	0.500	1.000
104	18	345.278	40.000	1.000	1.218	0.821	0.947
105	1	430.500	38.500	1.000	1.000	1.000	1.000
106	1	733.500	38.500	1.000	1.000	1.000	1.000
107	5	1006.700	39.100	1.000	1.553	0.644	0.909
108	2	386.000	39.500	1.000	2.000	0.500	1.000
109	5	602.100	40.700	1.000	1.553	0.644	0.909
110	3	675.167	39.833	1.000	1.464	0.683	0.857
111	4	105.250	41.500	0.857	1.468	0.681	0.800
112	14	143.714	42.571	0.811	2.048	0.488	0.800
113	3	358.833	41.167	1.000	1.464	0.683	0.857
114	7	818.500	41.214	1.000	1.069	0.936	0.875
115	4	951.500	41.250	1.000	1.468	0.681	0.800
116	4	970.000	41.000	1.000	1.000	1.000	1.000
117	7	977.357	41.786	1.000	1.380	0.725	0.875
118	1	549.500	41.500	1.000	1.000	1.000	1.000
119	3	563.833	42.167	1.000	1.464	0.683	0.857
120	1	718.500	41.500	1.000	1.000	1.000	1.000
121	4	725.000	42.000	1.000	1.000	1.000	1.000
122	14	85.714	43.857	0.993	1.264	0.791	0.848
123	9	284.500	43.500	1.000	1.000	1.000	1.000
124	20	477.400	44.550	1.000	1.083	0.923	0.889
125	13	709.962	44.038	0.846	1.453	0.688	0.812
126	1	981.500	42.500	1.000	1.000	1.000	1.000
127	7	228.929	44.786	0.943	1.936	0.517	0.933
128	3	266.500	44.500	0.809	3.000	0.333	1.000
129	4	998.500	44.250	1.000	1.468	0.681	0.800
130	6	488.667	45.667	1.000	1.291	0.775	0.800
131	14	760.929	46.500	0.993	1.017	0.983	0.824
132	7	208.214	46.500	1.000	1.069	0.936	0.875
133	3	336.167	46.167	1.000	1.464	0.683	0.857
134	3	648.833	45.833	1.000	1.464	0.683	0.857
135	6	695.333	46.333	1.000	1.291	0.775	0.800
136	10	808.500	47.300	1.000	1.236	0.809	0.909
137	7	170.500	47.786	1.000	1.069	0.936	0.875
138	2	826.500	47.000	1.000	2.000	0.500	1.000
139	9	132.611	48.833	1.000	1.340	0.746	0.857
140	9	257.056	48.722	0.884	1.158	0.864	0.750
141	2	309.000	47.500	1.000	2.000	0.500	1.000
142	10	379.700	49.000	1.000	1.327	0.753	0.909
143	5	455.500	48.500	0.873	1.000	1.000	0.714
144	3	852.833	48.167	1.000	1.464	0.683	0.857
145	10	318.300	49.500	1.000	1.236	0.809	0.909
146	7	347.500	49.214	1.000	1.069	0.936	0.875
147	3	466.833	50.167	1.000	1.464	0.683	0.857
148	16	521.312	51.000	1.000	1.371	0.729	0.889
149	1	147.500	50.500	1.000	1.000	1.000	1.000
150	9	975.278	51.056	0.923	2.386	0.419	0.947
151	2	77.500	52.000	1.000	2.000	0.500	1.000
152	3	180.833	52.167	1.000	1.464	0.683	0.857
153	4	627.000	52.000	1.000	1.000	1.000	1.000
154	8	982.625	52.625	1.000	1.229	0.814	0.941
155	2	60.500	53.000	1.000	2.000	0.500	1.000
156	7	332.786	53.071	1.000	1.936	0.517	0.933
157	12	794.917	54.500	0.851	1.292	0.774	0.774
158	10	86.400	55.300	1.000	1.288	0.776	0.909
159	7	142.500	54.500	1.000	1.596	0.626	0.875
160	4	161.750	54.500	0.857	1.468	0.681	0.800
161	8	392.250	54.250	0.914	1.416	0.706	0.800
162	12	579.250	55.417	0.967	1.756	0.570	0.889
163	7	744.500	54.500	1.000	1.596	0.626	0.875
164	4	770.000	54.000	1.000	1.000	1.000	1.000
165	2	919.500	54.000	1.000	2.000	0.500	1.000
166	8	951.000	55.000	1.000	2.000	0.500	1.000
167	12	228.417	56.333	0.967	1.579	0.633	0.889
168	11	267.864	55.409	1.000	1.372	0.729	0.957
169	3	568.167	54.833	1.000	1.464	0.683	0.857
170	2	245.500	56.000	1.000	2.000	0.500	1.000
171	2	305.000	55.500	1.000	2.000	0.500	1.000
172	1	542.500	55.500	1.000	1.000	1.000	1.000
173	10	46.000	57.300	1.000	1.327	0.753	0.909
174	3	190.167	57.167	1.000	1.464	0.683	0.857
175	4	371.000	57.000	1.000	1.000	1.000	1.000
176	6	488.333	57.333	1.000	1.291	0.775	0.800
177	14	133.786	59.000	1.000	1.020	0.981	0.933
178	12	153.000	59.000	1.000	1.000	1.000	0.857
179	5	171.900	59.300	1.000	1.553	0.644	0.909
180	5	255.500	59.500	0.873	1.000	1.000	0.714
181	6	675.833	59.333	0.916	1.124	0.890	0.800
182	1	895.500	58.500	1.000	1.000	1.000	1.000
183	7	219.929	62.214	0.943	1.936	0.517	0.933
184	12	590.500	62.000	1.000	1.333	0.750	1.000
185	7	386.500	62.500	1.000	1.596	0.626	0.875
186	1	1013.500	61.500	1.000	1.000	1.000	1.000
187	4	65.000	63.000	1.000	1.000	1.000	1.000
188	9	329.944	63.167	1.000	1.536	0.651	0.857
189	2	505.500	63.000	1.000	2.000	0.500	1.000
190	2	731.000	62.500	1.000	2.000	0.500	1.000
191	5	270.700	64.100	1.000	1.553	0.644	0.909
192	7	286.214	63.929	0.943	1.936	0.517	0.933
193	3	757.833	64.167	1.000	1.464	0.683	0.857
194	9	125.722	66.056	0.799	1.709	0.585	0.750
195	2	143.000	64.500	1.000	2.000	0.500	1.000
196	2	162.000	64.500	1.000	2.000	0.500	1.000
197	1	667.500	64.500	1.000	1.000	1.000	1.000
198	6	769.500	65.000	1.000	1.500	0.667	1.000
199	17	229.382	67.088	1.000	1.263	0.792	0.919
200	2	544.000	65.500	1.000	2.000	0.500	1.000
201	3	563.167	65.833	1.000	1.464	0.683	0.857
202	2	683.500	66.000	1.000	2.000	0.500	1.000
203	9	966.278	67.167	1.000	1.185	0.844	0.857
204	9	784.944	67.833	1.000	1.536	0.651	0.857
205	3	797.167	67.167	1.000	1.464	0.683	0.857
206	8	534.000	69.500	1.000	1.195	0.837	0.800
207	6	717.500	69.000	1.000	1.500	0.667	1.000
208	2	115.500	70.000	1.000	2.000	0.500	1.000
209	10	318.500	71.300	1.000	1.236	0.809	0.909
210	2	637.500	70.000	1.000	2.000	0.500	1.000
211	17	748.147	70.559	0.941	1.977	0.506	0.971
212	5	94.900	71.300	1.000	1.553	0.644	0.909
213	16	423.312	73.125	1.000	1.568	0.638	0.914
214	6	829.833	72.167	0.916	1.593	0.628	0.857
215	5	918.300	72.700	0.572	3.211	0.311	0.625
216	12	851.833	73.833	1.000	1.651	0.606	0.889
217	1	995.500	72.500	1.000	1.000	1.000	1.000
218	3	162.833	74.167	1.000	1.464	0.683	0.857
219	2	286.000	73.500	1.000	2.000	0.500	1.000
220	1	413.500	73.500	1.000	1.000	1.000	1.000
221	13	124.577	75.808	0.922	1.145	0.874	0.812
222	5	196.900	75.300	1.000	1.553	0.644	0.909
223	2	106.500	76.000	1.000	2.000	0.500	1.000
224	3	510.167	75.833	1.000	1.464	0.683	0.857
225	11	549.409	77.136	1.000	1.372	0.729	0.957
226	9	727.500	76.500	1.000	1.000	1.000	1.000
227	6	908.000	76.500	1.000	1.500	0.667	1.000
228	11	86.136	77.409	1.000	1.372	0.729	0.957
229	8	783.125	77.750	1.000	1.605	0.623	0.800
230	8	192.000	78.000	1.000	2.000	0.500	1.000
231	5	296.900	79.700	1.000	1.553	0.644	0.909
232	7	451.500	79.500	1.000	1.596	0.626	0.875
233	7	954.929	80.214	0.943	1.936	0.517	0.933
234	7	96.500	80.786	1.000	1.069	0.936	0.875
235	3	115.167	80.167	1.000	1.464	0.683	0.857
236	8	154.000	80.500	1.000	1.195	0.837	0.800
237	2	171.500	80.000	1.000	2.000	0.500	1.000
238	15	325.367	81.300	1.000	1.439	0.695	0.857
239	2	489.000	79.500	1.000	2.000	0.500	1.000
240	1	602.500	79.500	1.000	1.000	1.000	1.000
241	1	841.500	79.500	1.000	1.000	1.000	1.000
242	11	988.045	81.318	0.976	1.450	0.689	0.846
243	4	1006.250	81.500	0.857	1.468	0.681	0.800
244	3	51.500	82.500	0.809	3.000	0.333	1.000
245	9	501.167	82.611	1.000	1.340	0.746	0.857
246	16	77.062	84.188	0.795	1.997	0.501	0.800
247	18	181.667	84.889	0.868	1.308	0.764	0.800
248	7	221.214	83.500	1.000	1.069	0.936	0.875
249	4	766.000	83.000	1.000	1.000	1.000	1.000
250	7	10.929	85.214	0.943	1.936	0.517	0.933
251	12	144.833	85.250	1.000	1.135	0.881	0.857
252	2	200.500	84.000	1.000	2.000	0.500	1.000
253	3	341.167	83.833	1.000	1.464	0.683	0.857
254	2	512.500	84.000	1.000	2.000	0.500	1.000
255	6	804.000	83.833	0.916	1.809	0.553	0.857
256	6	68.000	85.500	1.000	1.500	0.667	1.000
257	3	315.833	84.833	1.000	1.464	0.683	0.857
258	8	720.875	85.375	0.914	1.791	0.558	0.800
259	4	87.750	86.500	0.857	1.468	0.681	0.800
260	6	105.333	86.667	1.000	1.291	0.775	0.800
261	3	828.833	85.833	1.000	1.464	0.683	0.857
262	2	21.000	86.500	1.000	2.000	0.500	1.000
263	1	23.500	86.500	1.000	1.000	1.000	1.000
264	1	123.500	86.500	1.000	1.000	1.000	1.000
265	8	732.500	87.000	0.820	2.392	0.418	0.889
266	15	191.767	89.833	0.976	1.186	0.843	0.882
267	2	342.500	88.000	1.000	2.000	0.500	1.000
268	5	445.100	88.300	1.000	1.553	0.644	0.909
269	1	938.500	87.500	1.000	1.000	1.000	1.000
270	14	153.714	91.143	0.993	1.264	0.791	0.848
271	8	172.375	90.375	1.000	1.229	0.814	0.941
272	4	228.000	90.000	1.000	1.000	1.000	1.000
273	1	401.500	89.500	1.000	1.000	1.000	1.000
274	1	133.500	90.500	1.000	1.000	1.000	1.000
275	3	331.833	91.167	1.000	1.464	0.683	0.857
276	13	389.269	91.654	1.000	1.796	0.557	0.929
277	5	436.300	91.900	0.674	2.188	0.457	0.769
278	1	772.500	90.500	1.000	1.000	1.000	1.000
