 	Area	XM	YM	Circ.	AR	Round	Solidity
1	1	91.500	10.500	1.000	1.000	1.000	1.000
2	2	102.500	11.000	1.000	2.000	0.500	1.000
3	4	298.000	10.500	0.740	4.000	0.250	1.000
4	2	471.000	10.500	1.000	2.000	0.500	1.000
5	9	511.611	11.611	1.000	1.343	0.745	0.857
6	2	535.000	10.500	1.000	2.000	0.500	1.000
7	4	596.500	11.000	1.000	2.031	0.492	0.800
8	4	666.000	11.000	1.000	1.000	1.000	1.000
9	6	693.000	11.500	1.000	1.500	0.667	1.000
10	7	710.786	10.929	1.000	1.936	0.517	0.933
11	2	736.000	10.500	1.000	2.000	0.500	1.000
12	3	755.167	10.833	1.000	1.464	0.683	0.857
13	3	773.167	10.833	1.000	1.464	0.683	0.857
14	5	917.500	10.500	0.599	5.000	0.200	1.000
15	22	985.727	11.227	0.547	4.181	0.239	0.846
16	2	1013.000	10.500	1.000	2.000	0.500	1.000
17	6	438.500	12.000	1.000	1.500	0.667	1.000
18	4	482.000	13.000	1.000	1.000	1.000	1.000
19	3	933.833	13.167	1.000	1.464	0.683	0.857
20	1	955.500	12.500	1.000	1.000	1.000	1.000
21	11	132.409	14.864	1.000	1.372	0.729	0.957
22	5	635.900	14.700	1.000	1.553	0.644	0.909
23	1	952.500	13.500	1.000	1.000	1.000	1.000
24	6	962.500	14.000	1.000	1.500	0.667	1.000
25	17	77.618	16.088	1.000	1.263	0.792	0.919
26	9	246.833	15.611	1.000	1.340	0.746	0.857
27	8	872.000	15.000	1.000	2.000	0.500	1.000
28	1	112.500	15.500	1.000	1.000	1.000	1.000
29	2	389.500	17.000	1.000	2.000	0.500	1.000
30	10	491.000	18.700	0.887	1.864	0.537	0.800
31	3	673.500	17.500	0.967	3.000	0.333	1.000
32	7	25.500	19.500	1.000	1.596	0.626	0.875
33	1	123.500	18.500	1.000	1.000	1.000	1.000
34	8	289.625	19.625	1.000	1.229	0.814	0.941
35	2	300.000	18.500	1.000	2.000	0.500	1.000
36	1	563.500	18.500	1.000	1.000	1.000	1.000
37	10	644.300	20.000	1.000	1.327	0.753	0.909
38	6	705.833	19.167	0.916	1.593	0.628	0.857
39	11	52.136	20.591	1.000	1.372	0.729	0.957
40	4	515.000	20.000	1.000	1.000	1.000	1.000
41	5	573.500	20.500	0.873	1.000	1.000	0.714
42	1	713.500	19.500	1.000	1.000	1.000	1.000
43	12	981.000	21.000	1.000	1.000	1.000	0.857
44	1	15.500	20.500	1.000	1.000	1.000	1.000
45	1	770.500	20.500	1.000	1.000	1.000	1.000
46	2	102.500	22.000	1.000	2.000	0.500	1.000
47	4	435.000	23.000	1.000	1.000	1.000	1.000
48	2	465.000	23.000	0.785	2.646	0.378	0.667
49	1	589.500	22.500	1.000	1.000	1.000	1.000
50	4	813.000	23.500	0.857	2.031	0.492	0.800
51	2	943.500	23.000	1.000	2.000	0.500	1.000
52	2	964.000	22.500	1.000	2.000	0.500	1.000
53	5	987.100	23.300	1.000	1.553	0.644	0.909
54	3	306.167	24.167	1.000	1.464	0.683	0.857
55	12	355.667	24.750	0.851	1.881	0.532	0.800
56	5	666.300	24.100	1.000	1.553	0.644	0.909
57	4	455.750	25.750	0.857	2.000	0.500	0.800
58	2	755.500	25.000	1.000	2.000	0.500	1.000
59	3	327.500	26.500	0.809	3.000	0.333	1.000
60	3	334.500	25.500	0.967	3.000	0.333	1.000
61	8	418.375	26.625	1.000	1.229	0.814	0.941
62	6	465.667	26.667	1.000	1.291	0.775	0.800
63	8	866.500	26.750	0.914	1.554	0.644	0.800
64	1	76.500	26.500	1.000	1.000	1.000	1.000
65	10	510.000	27.300	1.000	1.327	0.753	0.909
66	8	1008.250	27.500	0.914	1.554	0.644	0.800
67	1	111.500	27.500	1.000	1.000	1.000	1.000
68	4	581.500	28.000	1.000	2.031	0.492	0.800
69	9	498.500	29.833	1.000	1.542	0.648	0.857
70	7	523.500	29.500	1.000	1.596	0.626	0.875
71	3	18.167	30.167	1.000	1.464	0.683	0.857
72	11	141.045	31.136	1.000	1.139	0.878	0.815
73	2	978.500	30.000	1.000	2.000	0.500	1.000
74	6	268.167	32.000	0.809	1.809	0.553	0.857
75	1	446.500	30.500	1.000	1.000	1.000	1.000
76	1	526.500	30.500	1.000	1.000	1.000	1.000
77	4	957.250	30.750	1.000	2.000	0.500	0.800
78	8	191.375	32.375	1.000	1.229	0.814	0.941
79	15	434.833	33.033	0.976	1.392	0.718	0.882
80	8	693.375	32.375	1.000	1.229	0.814	0.941
81	1	319.500	32.500	1.000	1.000	1.000	1.000
82	4	772.000	33.000	1.000	1.000	1.000	1.000
83	2	819.000	32.500	1.000	2.000	0.500	1.000
84	5	830.900	33.300	1.000	1.553	0.644	0.909
85	1	932.500	32.500	1.000	1.000	1.000	1.000
86	8	256.375	34.625	1.000	1.229	0.814	0.941
87	6	343.000	34.500	1.000	1.500	0.667	1.000
88	9	353.833	34.611	1.000	1.340	0.746	0.857
89	2	913.000	33.500	1.000	2.000	0.500	1.000
90	8	104.375	35.375	1.000	1.229	0.814	0.941
91	14	417.286	37.143	0.629	2.784	0.359	0.737
92	1	652.500	35.500	1.000	1.000	1.000	1.000
93	2	220.000	36.500	1.000	2.000	0.500	1.000
94	1	556.500	36.500	1.000	1.000	1.000	1.000
95	6	900.333	37.667	1.000	1.291	0.775	0.800
96	7	75.500	38.500	1.000	1.596	0.626	0.875
97	9	112.611	38.833	1.000	1.340	0.746	0.857
98	1	405.500	37.500	1.000	1.000	1.000	1.000
99	4	963.500	38.000	1.000	2.031	0.492	0.800
100	13	48.115	40.115	1.000	1.159	0.863	0.897
101	2	955.500	39.000	1.000	2.000	0.500	1.000
102	4	275.000	40.000	1.000	1.000	1.000	1.000
103	2	547.000	39.500	1.000	2.000	0.500	1.000
104	9	737.944	40.167	1.000	1.536	0.651	0.857
105	2	818.500	40.000	1.000	2.000	0.500	1.000
106	2	1008.000	39.500	1.000	2.000	0.500	1.000
107	2	91.000	40.500	1.000	2.000	0.500	1.000
108	2	130.500	41.000	1.000	2.000	0.500	1.000
109	3	374.833	40.833	1.000	1.464	0.683	0.857
110	5	492.300	40.900	1.000	1.553	0.644	0.909
111	3	522.500	40.500	0.967	3.000	0.333	1.000
112	4	58.250	42.500	0.857	1.468	0.681	0.800
113	6	158.500	42.000	1.000	1.500	0.667	1.000
114	4	140.000	43.000	1.000	1.000	1.000	1.000
115	5	297.900	43.300	1.000	1.553	0.644	0.909
116	5	366.900	43.700	1.000	1.553	0.644	0.909
117	10	659.600	44.800	0.806	1.921	0.521	0.800
118	11	224.955	44.864	1.000	1.139	0.878	0.815
119	5	476.700	43.900	1.000	1.553	0.644	0.909
120	3	604.500	44.500	0.809	3.000	0.333	1.000
121	10	716.700	44.500	1.000	1.236	0.809	0.909
122	7	770.214	44.786	0.687	3.182	0.314	0.737
123	5	170.300	44.900	1.000	1.553	0.644	0.909
124	2	398.000	44.500	1.000	2.000	0.500	1.000
125	4	530.000	45.000	1.000	1.000	1.000	1.000
126	2	1011.000	44.500	1.000	2.000	0.500	1.000
127	1	205.500	45.500	1.000	1.000	1.000	1.000
128	15	466.033	47.633	1.000	1.127	0.887	0.857
129	9	687.389	47.167	0.698	2.472	0.404	0.720
130	1	757.500	45.500	1.000	1.000	1.000	1.000
131	3	845.500	45.500	0.967	3.000	0.333	1.000
132	2	894.500	46.000	1.000	2.000	0.500	1.000
133	5	24.700	46.900	1.000	1.553	0.644	0.909
134	14	332.000	48.214	1.000	1.125	0.889	0.933
135	4	575.000	47.000	1.000	1.000	1.000	1.000
136	2	623.000	46.500	1.000	2.000	0.500	1.000
137	14	984.786	48.000	1.000	1.020	0.981	0.933
138	2	149.500	48.000	1.000	2.000	0.500	1.000
139	13	585.654	48.731	0.846	2.043	0.490	0.839
140	2	639.500	48.000	1.000	2.000	0.500	1.000
141	1	83.500	48.500	1.000	1.000	1.000	1.000
142	4	301.750	49.500	0.698	2.654	0.377	0.667
143	7	510.214	48.929	0.943	1.936	0.517	0.933
144	8	795.625	49.750	0.914	1.939	0.516	0.842
145	1	999.500	48.500	1.000	1.000	1.000	1.000
146	8	66.625	50.375	1.000	1.229	0.814	0.941
147	5	598.100	51.700	1.000	1.553	0.644	0.909
148	3	651.500	50.833	0.754	2.702	0.370	0.667
149	3	936.500	51.500	0.809	3.000	0.333	1.000
150	5	177.700	52.100	1.000	1.553	0.644	0.909
151	7	869.929	53.214	0.943	1.936	0.517	0.933
152	1	52.500	52.500	1.000	1.000	1.000	1.000
153	12	501.333	54.667	0.967	1.469	0.681	0.889
154	3	750.167	52.833	1.000	1.464	0.683	0.857
155	5	122.100	54.700	1.000	1.553	0.644	0.909
156	4	362.000	54.000	1.000	1.000	1.000	1.000
157	2	475.500	54.000	1.000	2.000	0.500	1.000
158	5	705.300	55.100	0.674	2.188	0.457	0.769
159	13	767.500	54.500	1.000	1.735	0.576	0.929
160	1	825.500	53.500	1.000	1.000	1.000	1.000
161	12	76.000	56.000	1.000	1.000	1.000	0.857
162	5	345.500	55.500	0.873	1.000	1.000	0.714
163	2	428.000	54.500	1.000	2.000	0.500	1.000
164	6	621.667	55.333	1.000	1.291	0.775	0.800
165	8	842.375	55.625	1.000	1.229	0.814	0.941
166	7	892.071	55.786	0.898	1.668	0.600	0.778
167	6	187.667	56.667	1.000	1.291	0.775	0.800
168	3	239.833	55.833	1.000	1.464	0.683	0.857
169	7	777.500	56.214	1.000	1.069	0.936	0.875
170	12	991.000	57.000	0.967	1.627	0.615	0.857
171	3	396.167	57.167	1.000	1.464	0.683	0.857
172	1	578.500	56.500	1.000	1.000	1.000	1.000
173	2	644.500	57.000	1.000	2.000	0.500	1.000
174	15	659.100	57.567	0.898	2.148	0.466	0.909
175	8	982.375	57.375	1.000	1.229	0.814	0.941
176	15	466.833	59.433	0.869	1.914	0.522	0.833
177	9	561.500	58.500	1.000	1.000	1.000	1.000
178	3	669.833	57.833	1.000	1.464	0.683	0.857
179	1	963.500	57.500	1.000	1.000	1.000	1.000
180	5	138.300	59.100	1.000	1.553	0.644	0.909
181	2	735.000	58.500	1.000	2.000	0.500	1.000
182	3	852.167	58.833	1.000	1.464	0.683	0.857
183	6	862.333	60.333	1.000	1.291	0.775	0.800
184	2	324.000	61.500	1.000	2.000	0.500	1.000
185	5	354.900	63.700	1.000	1.553	0.644	0.909
186	1	546.500	62.500	1.000	1.000	1.000	1.000
187	11	872.682	64.591	0.887	1.772	0.564	0.846
188	1	196.500	63.500	1.000	1.000	1.000	1.000
189	3	292.167	64.167	1.000	1.464	0.683	0.857
