 	Area	XM	YM	Circ.	AR	Round	Solidity
1	4	11.500	10.750	1.000	1.468	0.681	0.800
2	4	22.000	10.500	0.740	4.000	0.250	1.000
3	7	31.786	11.500	1.000	1.069	0.936	0.875
4	2	114.000	10.500	1.000	2.000	0.500	1.000
5	7	212.786	10.929	1.000	1.936	0.517	0.933
6	2	222.000	10.500	1.000	2.000	0.500	1.000
7	2	236.000	10.500	1.000	2.000	0.500	1.000
8	2	294.000	10.500	1.000	2.000	0.500	1.000
9	9	369.278	11.611	0.923	1.539	0.650	0.900
10	12	475.000	11.500	1.000	1.333	0.750	1.000
11	2	515.000	10.500	1.000	2.000	0.500	1.000
12	1	558.500	10.500	1.000	1.000	1.000	1.000
13	10	708.000	11.500	1.000	1.551	0.645	0.909
14	5	757.500	10.500	0.599	5.000	0.200	1.000
15	7	805.786	11.500	1.000	1.069	0.936	0.875
16	6	847.333	11.333	1.000	1.291	0.775	0.800
17	8	926.125	11.250	0.914	1.605	0.623	0.800
18	9	984.722	11.056	0.832	2.386	0.419	0.947
19	3	1004.500	10.500	0.967	3.000	0.333	1.000
20	3	1011.500	10.500	0.967	3.000	0.333	1.000
21	4	42.000	12.000	1.000	1.000	1.000	1.000
22	4	831.000	12.000	1.000	1.000	1.000	1.000
23	3	243.167	13.167	1.000	1.464	0.683	0.857
24	2	436.500	13.000	1.000	2.000	0.500	1.000
25	4	580.000	13.000	1.000	1.000	1.000	1.000
26	6	606.500	13.000	1.000	1.500	0.667	1.000
27	10	723.700	14.000	1.000	1.327	0.753	0.909
28	5	781.100	14.300	1.000	1.553	0.644	0.909
29	1	263.500	14.500	1.000	1.000	1.000	1.000
30	2	529.000	14.500	1.000	2.000	0.500	1.000
31	8	314.500	17.000	0.914	1.195	0.837	0.800
32	10	481.000	16.700	1.000	1.384	0.723	0.909
33	2	625.500	16.000	1.000	2.000	0.500	1.000
34	3	764.167	16.167	1.000	1.464	0.683	0.857
35	1	130.500	16.500	1.000	1.000	1.000	1.000
36	1	228.500	16.500	1.000	1.000	1.000	1.000
37	2	501.000	16.500	1.000	2.000	0.500	1.000
38	3	50.833	18.167	1.000	1.464	0.683	0.857
39	2	554.000	17.500	1.000	2.000	0.500	1.000
40	7	563.786	18.500	1.000	1.069	0.936	0.875
41	3	1013.500	18.500	0.809	3.000	0.333	1.000
42	1	686.500	18.500	1.000	1.000	1.000	1.000
43	5	900.500	19.500	0.873	1.000	1.000	0.714
