 	Area	XM	YM	Circ.	AR	Round	Solidity
1	3	29.500	10.500	0.967	3.000	0.333	1.000
2	7	151.929	11.786	0.943	1.936	0.517	0.933
3	4	235.000	11.000	1.000	1.000	1.000	1.000
4	2	314.500	11.000	1.000	2.000	0.500	1.000
5	11	381.318	10.773	0.474	4.798	0.208	0.815
6	6	399.500	11.000	1.000	1.500	0.667	1.000
7	8	447.375	11.375	1.000	1.229	0.814	0.941
8	6	504.333	10.667	0.615	3.003	0.333	0.750
9	7	512.071	11.214	0.898	1.668	0.600	0.778
10	12	522.083	11.417	0.967	1.610	0.621	0.889
11	11	548.045	10.864	0.564	3.615	0.277	0.880
12	8	649.500	11.125	0.820	2.232	0.448	0.889
13	3	668.500	10.500	0.967	3.000	0.333	1.000
14	13	753.500	11.346	1.000	1.622	0.617	0.929
15	4	819.500	10.750	1.000	1.468	0.681	0.800
16	1	873.500	10.500	1.000	1.000	1.000	1.000
17	1	958.500	10.500	1.000	1.000	1.000	1.000
18	13	1011.500	11.654	1.000	1.622	0.617	0.929
19	4	102.000	13.000	1.000	1.000	1.000	1.000
20	9	455.500	13.500	1.000	1.000	1.000	1.000
21	11	677.773	13.500	0.887	1.714	0.583	0.846
22	1	11.500	13.500	1.000	1.000	1.000	1.000
23	1	218.500	13.500	1.000	1.000	1.000	1.000
24	4	329.000	14.000	1.000	1.000	1.000	1.000
25	5	538.500	14.500	0.873	1.000	1.000	0.714
26	2	914.500	14.000	1.000	2.000	0.500	1.000
27	12	993.667	14.417	0.967	1.579	0.633	0.889
28	15	66.100	16.633	0.976	1.530	0.654	0.857
29	10	586.900	15.800	0.982	1.028	0.973	0.769
30	3	561.167	16.167	1.000	1.464	0.683	0.857
31	6	976.333	16.333	1.000	1.291	0.775	0.800
32	3	292.167	16.833	1.000	1.464	0.683	0.857
33	4	572.000	17.000	1.000	1.000	1.000	1.000
34	4	775.000	17.000	1.000	1.000	1.000	1.000
35	2	617.500	18.000	1.000	2.000	0.500	1.000
36	7	853.786	18.500	1.000	1.069	0.936	0.875
37	5	322.500	19.500	0.873	1.000	1.000	0.714
38	2	502.000	18.500	1.000	2.000	0.500	1.000
39	8	597.250	19.875	0.914	1.435	0.697	0.842
40	2	760.000	18.500	1.000	2.000	0.500	1.000
41	3	436.167	20.833	1.000	1.464	0.683	0.857
42	8	725.375	21.375	1.000	1.229	0.814	0.941
43	2	794.500	21.000	1.000	2.000	0.500	1.000
44	9	1008.833	21.389	1.000	1.340	0.746	0.857
45	4	121.000	22.000	1.000	1.000	1.000	1.000
46	2	283.500	22.000	1.000	2.000	0.500	1.000
47	1	579.500	21.500	1.000	1.000	1.000	1.000
48	6	1002.000	22.000	0.916	2.082	0.480	0.857
49	2	1013.500	22.000	1.000	2.000	0.500	1.000
50	1	268.500	22.500	1.000	1.000	1.000	1.000
51	14	334.286	24.143	1.000	1.264	0.791	0.848
52	10	681.000	23.700	1.000	1.384	0.723	0.909
53	5	708.700	23.100	1.000	1.553	0.644	0.909
54	3	102.833	23.833	1.000	1.464	0.683	0.857
55	13	473.115	24.577	0.779	1.932	0.518	0.867
56	11	489.864	25.136	0.976	1.450	0.690	0.815
57	4	533.000	24.000	1.000	1.000	1.000	1.000
