 	Area	XM	YM	Circ.	AR	Round	Solidity
1	1	36.500	10.500	1.000	1.000	1.000	1.000
2	1	46.500	10.500	1.000	1.000	1.000	1.000
3	1	56.500	10.500	1.000	1.000	1.000	1.000
4	3	168.500	10.500	0.967	3.000	0.333	1.000
5	3	178.500	10.500	0.967	3.000	0.333	1.000
6	3	243.833	10.833	1.000	1.464	0.683	0.857
7	11	253.227	10.955	0.741	2.858	0.350	0.957
8	20	266.550	11.200	0.599	3.064	0.326	0.870
9	3	274.500	10.500	0.967	3.000	0.333	1.000
10	15	286.633	11.100	0.552	2.739	0.365	0.789
11	2	293.000	11.000	0.785	2.646	0.378	0.667
12	9	338.722	10.944	0.832	2.386	0.419	0.947
13	1	448.500	10.500	1.000	1.000	1.000	1.000
14	4	504.000	10.500	0.740	4.000	0.250	1.000
15	8	541.375	11.375	1.000	1.229	0.814	0.941
16	3	551.500	10.500	0.967	3.000	0.333	1.000
17	2	614.000	10.500	1.000	2.000	0.500	1.000
18	5	627.500	10.500	0.599	5.000	0.200	1.000
19	1	649.500	10.500	1.000	1.000	1.000	1.000
20	10	715.700	11.400	1.000	1.288	0.776	0.909
21	1	759.500	10.500	1.000	1.000	1.000	1.000
22	3	847.167	10.833	1.000	1.464	0.683	0.857
23	13	936.808	11.808	0.627	2.295	0.436	0.703
24	12	946.500	10.917	0.664	3.156	0.317	0.923
25	6	958.000	10.833	0.916	1.809	0.553	0.857
26	3	978.167	10.833	1.000	1.464	0.683	0.857
27	9	94.944	13.722	0.832	2.386	0.419	0.947
28	1	158.500	11.500	1.000	1.000	1.000	1.000
29	12	311.750	13.250	0.967	1.177	0.850	0.857
30	15	231.433	13.900	1.000	1.295	0.772	0.857
31	4	741.000	13.000	1.000	1.000	1.000	1.000
32	2	397.000	13.500	1.000	2.000	0.500	1.000
33	1	69.500	14.500	1.000	1.000	1.000	1.000
34	15	531.100	16.567	1.000	1.295	0.772	0.857
35	3	700.167	15.167	1.000	1.464	0.683	0.857
36	1	145.500	15.500	1.000	1.000	1.000	1.000
37	2	414.000	15.500	1.000	2.000	0.500	1.000
