 	Area	XM	YM	Circ.	AR	Round	Solidity
1	3	46.167	11.167	1.000	1.464	0.683	0.857
2	6	67.000	11.500	1.000	1.500	0.667	1.000
3	7	89.786	11.500	1.000	1.069	0.936	0.875
4	5	100.700	10.900	1.000	1.553	0.644	0.909
5	7	127.500	11.214	1.000	1.069	0.936	0.875
6	6	266.000	10.833	0.916	1.809	0.553	0.857
7	1	283.500	10.500	1.000	1.000	1.000	1.000
8	3	325.167	11.167	1.000	1.464	0.683	0.857
9	6	336.500	11.000	1.000	1.500	0.667	1.000
10	2	358.000	10.500	1.000	2.000	0.500	1.000
11	2	395.000	10.500	1.000	2.000	0.500	1.000
12	4	444.000	11.000	1.000	1.000	1.000	1.000
13	9	511.500	11.500	1.000	1.000	1.000	1.000
14	6	549.667	11.333	1.000	1.291	0.775	0.800
15	5	595.700	10.900	1.000	1.553	0.644	0.909
16	6	690.000	10.833	0.916	1.809	0.553	0.857
17	2	797.000	10.500	1.000	2.000	0.500	1.000
18	2	826.000	10.500	1.000	2.000	0.500	1.000
19	4	983.000	11.000	1.000	1.000	1.000	1.000
20	8	993.000	10.750	0.588	2.935	0.341	0.800
21	6	491.000	12.500	1.000	1.500	0.667	1.000
22	2	859.000	11.500	1.000	2.000	0.500	1.000
23	5	520.700	13.100	1.000	1.553	0.644	0.909
24	6	347.000	15.000	0.809	2.082	0.480	0.857
25	9	432.833	17.167	0.363	5.332	0.188	0.720
26	8	783.875	14.750	1.000	1.605	0.623	0.800
27	4	897.000	14.000	1.000	1.000	1.000	1.000
28	11	299.318	15.955	0.976	1.450	0.689	0.846
29	9	607.611	16.167	1.000	1.340	0.746	0.857
30	1	833.500	14.500	1.000	1.000	1.000	1.000
31	4	213.000	16.000	1.000	1.000	1.000	1.000
32	9	254.833	16.944	1.000	1.536	0.651	0.857
33	2	410.000	15.500	1.000	2.000	0.500	1.000
34	6	454.500	16.000	1.000	1.500	0.667	1.000
35	5	583.300	17.100	1.000	1.553	0.644	0.909
36	6	648.500	17.000	1.000	1.500	0.667	1.000
37	4	682.250	17.500	0.857	1.468	0.681	0.800
38	10	728.600	17.900	0.599	2.899	0.345	0.769
39	2	817.000	16.500	1.000	2.000	0.500	1.000
40	4	905.750	17.500	0.857	1.468	0.681	0.800
41	21	317.500	19.500	1.000	1.000	1.000	0.913
42	5	527.900	18.300	1.000	1.553	0.644	0.909
43	3	999.167	18.167	1.000	1.464	0.683	0.857
44	18	1008.222	19.333	1.000	1.220	0.819	0.857
45	4	74.000	19.000	1.000	1.000	1.000	1.000
46	2	561.000	18.500	1.000	2.000	0.500	1.000
47	6	703.333	19.500	1.000	1.809	0.553	0.800
48	1	633.500	19.500	1.000	1.000	1.000	1.000
49	8	852.000	21.000	1.000	2.000	0.500	1.000
50	2	989.500	20.000	1.000	2.000	0.500	1.000
51	6	22.333	21.167	0.809	2.237	0.447	0.857
52	4	111.500	21.000	1.000	2.031	0.492	0.800
53	1	808.500	20.500	1.000	1.000	1.000	1.000
54	1	921.500	20.500	1.000	1.000	1.000	1.000
55	1	975.500	20.500	1.000	1.000	1.000	1.000
56	13	956.269	22.038	0.510	4.088	0.245	0.839
57	3	31.500	23.500	0.809	3.000	0.333	1.000
58	4	537.000	23.000	1.000	1.000	1.000	1.000
59	2	643.000	23.500	1.000	2.000	0.500	1.000
60	3	694.167	23.833	1.000	1.464	0.683	0.857
61	18	626.778	25.889	1.000	1.416	0.706	0.878
62	3	712.167	24.833	1.000	1.464	0.683	0.857
63	3	895.833	24.833	1.000	1.464	0.683	0.857
64	5	914.100	25.700	1.000	1.553	0.644	0.909
65	1	968.500	24.500	1.000	1.000	1.000	1.000
66	14	156.214	27.000	1.000	1.020	0.981	0.933
67	11	581.864	26.591	1.000	1.372	0.729	0.957
68	15	765.100	27.767	0.976	1.369	0.731	0.857
69	6	555.667	27.167	0.916	2.237	0.447	0.857
70	6	783.000	27.500	1.000	1.500	0.667	1.000
71	7	792.214	26.929	0.943	1.936	0.517	0.933
72	2	136.000	27.500	1.000	2.000	0.500	1.000
73	3	413.833	28.167	1.000	1.464	0.683	0.857
74	1	529.500	27.500	1.000	1.000	1.000	1.000
75	6	544.333	28.667	1.000	1.291	0.775	0.800
76	3	684.833	28.167	1.000	1.464	0.683	0.857
77	12	73.083	29.583	0.967	1.610	0.621	0.889
78	1	80.500	28.500	1.000	1.000	1.000	1.000
79	4	294.750	29.500	0.857	1.468	0.681	0.800
80	14	1007.214	30.571	0.993	1.468	0.681	0.848
81	2	885.000	29.500	1.000	2.000	0.500	1.000
82	13	987.500	30.346	1.000	1.622	0.617	0.929
83	2	478.500	31.000	1.000	2.000	0.500	1.000
84	1	634.500	30.500	1.000	1.000	1.000	1.000
85	2	952.500	31.000	1.000	2.000	0.500	1.000
86	2	974.000	30.500	1.000	2.000	0.500	1.000
87	5	997.900	31.300	1.000	1.553	0.644	0.909
88	1	164.500	31.500	1.000	1.000	1.000	1.000
89	4	434.500	33.000	1.000	2.031	0.492	0.800
90	5	601.700	32.900	1.000	1.553	0.644	0.909
91	2	192.000	33.500	1.000	2.000	0.500	1.000
92	7	366.643	34.786	1.000	1.380	0.725	0.875
93	6	512.667	34.667	1.000	1.291	0.775	0.800
94	1	589.500	33.500	1.000	1.000	1.000	1.000
95	8	747.375	35.250	0.914	1.939	0.516	0.842
96	12	349.667	35.583	0.967	1.579	0.633	0.889
97	3	574.167	34.833	1.000	1.464	0.683	0.857
98	2	60.000	35.500	1.000	2.000	0.500	1.000
99	3	848.833	36.167	1.000	1.464	0.683	0.857
100	11	926.773	36.591	0.887	1.892	0.528	0.880
101	1	101.500	36.500	1.000	1.000	1.000	1.000
102	2	913.000	36.500	1.000	2.000	0.500	1.000
103	4	223.000	38.000	1.000	1.000	1.000	1.000
104	1	466.500	37.500	1.000	1.000	1.000	1.000
105	3	674.500	38.500	0.809	3.000	0.333	1.000
106	4	425.750	39.750	0.857	2.000	0.500	0.800
107	1	980.500	38.500	1.000	1.000	1.000	1.000
108	4	1012.750	39.500	0.857	1.468	0.681	0.800
109	2	359.000	39.500	1.000	2.000	0.500	1.000
110	11	595.227	40.864	0.976	1.269	0.788	0.815
111	3	637.167	40.167	1.000	1.464	0.683	0.857
112	17	961.441	40.912	1.000	1.497	0.668	0.919
113	8	988.375	40.375	1.000	1.229	0.814	0.941
114	5	535.100	40.700	0.764	2.188	0.457	0.769
115	6	565.000	41.000	0.916	2.082	0.480	0.857
116	13	329.500	42.654	1.000	1.622	0.617	0.929
