 	Area	XM	YM	Circ.	AR	Round	Solidity
1	2	18.000	10.500	1.000	2.000	0.500	1.000
2	3	28.833	10.833	1.000	1.464	0.683	0.857
3	1	46.500	10.500	1.000	1.000	1.000	1.000
4	2	56.000	10.500	1.000	2.000	0.500	1.000
5	10	66.900	12.100	0.736	2.147	0.466	0.833
6	1	154.500	10.500	1.000	1.000	1.000	1.000
7	2	292.000	10.500	1.000	2.000	0.500	1.000
8	11	303.318	12.045	0.976	1.450	0.689	0.846
9	2	340.000	10.500	1.000	2.000	0.500	1.000
10	12	380.917	11.667	0.695	2.699	0.370	0.706
11	3	393.500	10.500	0.967	3.000	0.333	1.000
12	3	410.500	10.500	0.967	3.000	0.333	1.000
13	14	438.143	12.286	0.993	1.264	0.791	0.848
14	13	447.500	11.346	1.000	1.622	0.617	0.929
15	1	534.500	10.500	1.000	1.000	1.000	1.000
16	6	584.500	11.000	1.000	1.500	0.667	1.000
17	2	760.000	10.500	1.000	2.000	0.500	1.000
18	3	777.167	11.167	1.000	1.464	0.683	0.857
19	6	787.500	11.000	1.000	1.500	0.667	1.000
20	3	839.500	10.500	0.967	3.000	0.333	1.000
21	1	842.500	10.500	1.000	1.000	1.000	1.000
22	1	851.500	10.500	1.000	1.000	1.000	1.000
23	4	928.500	10.750	1.000	1.468	0.681	0.800
24	4	1005.500	10.750	1.000	1.468	0.681	0.800
25	4	95.750	12.500	0.857	1.468	0.681	0.800
26	6	283.000	12.500	1.000	1.500	0.667	1.000
27	5	750.300	12.500	0.873	1.496	0.668	0.714
28	12	796.167	12.583	0.967	1.218	0.821	0.889
29	6	804.500	12.000	1.000	1.500	0.667	1.000
30	7	984.643	12.214	1.000	1.380	0.725	0.875
31	8	694.375	13.375	1.000	1.229	0.814	0.941
32	2	28.000	14.500	1.000	2.000	0.500	1.000
33	9	110.833	15.611	1.000	1.340	0.746	0.857
34	6	353.500	15.000	1.000	1.500	0.667	1.000
35	11	456.136	15.955	1.000	1.139	0.878	0.815
36	5	86.300	16.100	1.000	1.553	0.644	0.909
37	3	167.833	15.833	1.000	1.464	0.683	0.857
38	1	57.500	16.500	1.000	1.000	1.000	1.000
39	5	146.300	17.100	1.000	1.553	0.644	0.909
40	11	606.318	17.500	0.659	1.906	0.525	0.759
41	3	392.833	18.167	1.000	1.464	0.683	0.857
42	9	405.500	18.500	1.000	1.000	1.000	1.000
43	7	429.500	18.214	1.000	1.069	0.936	0.875
44	4	702.500	19.000	0.645	4.000	0.250	1.000
45	6	947.500	18.000	1.000	1.500	0.667	1.000
46	4	514.000	19.000	1.000	1.000	1.000	1.000
47	1	731.500	18.500	1.000	1.000	1.000	1.000
48	5	829.300	19.100	1.000	1.553	0.644	0.909
49	3	935.500	18.500	0.967	3.000	0.333	1.000
50	2	136.500	20.000	1.000	2.000	0.500	1.000
51	1	657.500	19.500	1.000	1.000	1.000	1.000
52	2	740.500	20.000	1.000	2.000	0.500	1.000
53	2	1013.500	21.000	1.000	2.000	0.500	1.000
54	1	489.500	21.500	1.000	1.000	1.000	1.000
55	4	616.000	22.000	1.000	1.000	1.000	1.000
56	4	974.500	22.250	1.000	1.468	0.681	0.800
57	10	35.700	24.000	1.000	1.327	0.753	0.909
58	6	505.667	23.667	1.000	1.291	0.775	0.800
59	2	644.000	22.500	1.000	2.000	0.500	1.000
60	2	22.000	23.500	1.000	2.000	0.500	1.000
61	5	385.100	24.300	1.000	1.553	0.644	0.909
62	2	665.500	24.000	1.000	2.000	0.500	1.000
63	8	46.625	25.625	1.000	1.229	0.814	0.941
64	15	57.500	25.500	1.000	1.667	0.600	1.000
65	1	113.500	24.500	1.000	1.000	1.000	1.000
66	6	457.667	25.333	1.000	1.291	0.775	0.800
67	2	882.500	25.000	1.000	2.000	0.500	1.000
68	5	230.100	26.300	1.000	1.553	0.644	0.909
69	9	515.389	27.167	1.000	1.340	0.746	0.857
70	2	900.000	25.500	1.000	2.000	0.500	1.000
71	3	320.833	26.833	1.000	1.464	0.683	0.857
72	5	496.900	27.700	1.000	1.553	0.644	0.909
73	1	719.500	26.500	1.000	1.000	1.000	1.000
74	1	148.500	27.500	1.000	1.000	1.000	1.000
75	1	408.500	27.500	1.000	1.000	1.000	1.000
76	5	684.900	28.700	1.000	1.553	0.644	0.909
77	8	650.750	29.500	1.000	1.554	0.644	0.800
78	3	95.833	29.833	1.000	1.464	0.683	0.857
79	2	211.500	30.000	1.000	2.000	0.500	1.000
80	7	523.786	30.500	1.000	1.069	0.936	0.875
81	1	554.500	29.500	1.000	1.000	1.000	1.000
82	6	772.000	30.500	1.000	1.500	0.667	1.000
83	6	29.000	31.500	1.000	1.500	0.667	1.000
84	7	164.214	31.929	0.800	1.668	0.600	0.778
85	1	187.500	30.500	1.000	1.000	1.000	1.000
86	2	694.500	31.000	1.000	2.000	0.500	1.000
87	7	934.786	31.500	1.000	1.069	0.936	0.875
88	12	362.083	33.250	1.000	1.281	0.780	0.857
89	8	571.250	32.625	0.914	1.939	0.516	0.842
90	2	789.500	32.000	1.000	2.000	0.500	1.000
91	2	670.000	32.500	1.000	2.000	0.500	1.000
92	1	175.500	33.500	1.000	1.000	1.000	1.000
93	6	450.000	33.833	0.916	1.809	0.553	0.857
94	9	561.611	34.833	1.000	1.340	0.746	0.857
95	2	703.000	33.500	1.000	2.000	0.500	1.000
96	9	20.056	36.278	0.832	2.386	0.419	0.947
97	5	60.700	35.100	1.000	1.553	0.644	0.909
98	1	968.500	34.500	1.000	1.000	1.000	1.000
99	3	324.833	35.833	1.000	1.464	0.683	0.857
100	10	338.400	38.000	0.776	2.226	0.449	0.714
101	6	751.000	37.500	1.000	1.500	0.667	1.000
102	5	240.900	38.700	1.000	1.553	0.644	0.909
103	1	794.500	37.500	1.000	1.000	1.000	1.000
104	7	438.500	40.786	1.000	1.069	0.936	0.875
105	7	529.500	40.786	1.000	1.069	0.936	0.875
106	3	550.833	40.167	1.000	1.464	0.683	0.857
