 	Area	XM	YM	Circ.	AR	Round	Solidity
1	3	15.500	10.500	0.967	3.000	0.333	1.000
2	2	36.000	10.500	1.000	2.000	0.500	1.000
3	2	46.000	10.500	1.000	2.000	0.500	1.000
4	2	71.000	10.500	1.000	2.000	0.500	1.000
5	3	115.500	10.500	0.967	3.000	0.333	1.000
6	3	132.500	10.500	0.967	3.000	0.333	1.000
7	7	190.500	11.214	1.000	1.069	0.936	0.875
8	6	249.000	10.833	0.916	1.809	0.553	0.857
9	10	338.000	11.300	1.000	1.327	0.753	0.909
10	17	359.147	11.912	0.763	1.759	0.568	0.773
11	1	383.500	10.500	1.000	1.000	1.000	1.000
12	9	437.500	11.500	1.000	1.000	1.000	1.000
13	3	464.500	10.500	0.967	3.000	0.333	1.000
14	6	483.500	11.000	1.000	1.500	0.667	1.000
15	11	494.773	11.227	0.887	1.603	0.624	0.880
16	3	515.500	10.500	0.967	3.000	0.333	1.000
17	8	583.500	10.875	0.820	2.232	0.448	0.889
18	9	651.167	12.056	1.000	1.536	0.651	0.857
19	4	726.000	11.000	0.611	3.493	0.286	0.667
20	3	735.500	10.500	0.967	3.000	0.333	1.000
21	5	754.500	11.500	0.873	2.188	0.457	0.714
22	4	765.500	11.250	1.000	1.468	0.681	0.800
23	5	800.300	10.900	1.000	1.553	0.644	0.909
24	5	818.300	10.900	1.000	1.553	0.644	0.909
25	1	885.500	10.500	1.000	1.000	1.000	1.000
26	5	890.700	10.900	1.000	1.553	0.644	0.909
27	1	978.500	10.500	1.000	1.000	1.000	1.000
28	6	988.000	10.500	0.503	6.000	0.167	1.000
29	1	61.500	11.500	1.000	1.000	1.000	1.000
30	4	210.000	12.000	1.000	1.000	1.000	1.000
31	6	391.333	11.667	0.615	3.003	0.333	0.750
32	4	398.500	11.750	1.000	1.468	0.681	0.800
33	1	937.500	11.500	1.000	1.000	1.000	1.000
34	1	999.500	11.500	1.000	1.000	1.000	1.000
35	7	328.500	14.214	1.000	1.069	0.936	0.875
36	16	424.562	15.125	0.857	2.016	0.496	0.865
37	5	446.900	14.300	1.000	1.553	0.644	0.909
38	6	525.500	14.000	1.000	1.500	0.667	1.000
39	16	568.750	14.625	0.958	2.070	0.483	0.941
40	12	744.000	15.500	0.851	1.504	0.665	0.800
41	5	107.500	15.700	0.873	1.496	0.668	0.714
42	2	240.000	14.500	1.000	2.000	0.500	1.000
43	12	346.000	16.500	0.851	1.504	0.665	0.800
44	6	504.500	15.000	1.000	1.500	0.667	1.000
45	4	550.250	15.250	0.857	2.000	0.500	0.800
46	1	145.500	15.500	1.000	1.000	1.000	1.000
47	11	455.864	16.591	1.000	1.372	0.729	0.957
48	1	237.500	16.500	1.000	1.000	1.000	1.000
49	4	375.000	17.500	0.857	2.031	0.492	0.800
50	2	977.500	17.000	1.000	2.000	0.500	1.000
