 	Area	XM	YM	Circ.	AR	Round	Solidity
1	4	52.000	11.000	1.000	1.000	1.000	1.000
2	8	72.750	10.750	0.588	3.152	0.317	0.800
3	6	92.500	11.000	1.000	1.500	0.667	1.000
4	2	128.000	10.500	1.000	2.000	0.500	1.000
5	5	159.300	10.900	1.000	1.553	0.644	0.909
6	9	179.167	11.278	1.000	1.185	0.844	0.857
7	1	199.500	10.500	1.000	1.000	1.000	1.000
8	8	217.000	11.000	1.000	2.000	0.500	1.000
9	2	234.000	10.500	1.000	2.000	0.500	1.000
10	2	324.000	10.500	1.000	2.000	0.500	1.000
11	5	340.900	11.700	1.000	1.553	0.644	0.909
12	7	408.786	10.929	1.000	1.936	0.517	0.933
13	2	444.000	10.500	1.000	2.000	0.500	1.000
14	3	478.500	10.500	0.967	3.000	0.333	1.000
15	8	508.500	10.875	0.820	2.232	0.448	0.889
16	5	552.300	10.900	1.000	1.553	0.644	0.909
17	4	604.750	10.750	0.857	2.000	0.500	0.800
18	4	650.000	10.500	0.740	4.000	0.250	1.000
19	17	695.912	11.206	0.667	2.418	0.413	0.872
20	3	718.500	10.500	0.967	3.000	0.333	1.000
21	3	753.167	11.167	1.000	1.464	0.683	0.857
22	15	761.900	11.300	0.898	2.021	0.495	0.909
23	4	936.000	10.500	0.740	4.000	0.250	1.000
24	8	957.000	11.000	1.000	2.000	0.500	1.000
25	1	992.500	10.500	1.000	1.000	1.000	1.000
26	13	578.885	13.115	1.000	1.159	0.863	0.897
27	8	919.000	13.000	1.000	2.000	0.500	1.000
28	5	268.100	13.700	1.000	1.553	0.644	0.909
29	7	797.500	13.214	1.000	1.069	0.936	0.875
30	6	354.500	14.000	1.000	1.500	0.667	1.000
31	6	246.500	15.000	1.000	1.500	0.667	1.000
32	3	709.167	15.167	1.000	1.464	0.683	0.857
33	3	730.167	15.167	1.000	1.464	0.683	0.857
34	1	310.500	15.500	1.000	1.000	1.000	1.000
35	3	392.833	16.167	1.000	1.464	0.683	0.857
36	6	454.333	16.167	0.916	1.124	0.890	0.800
37	1	656.500	15.500	1.000	1.000	1.000	1.000
38	10	686.300	16.500	1.000	1.236	0.809	0.909
39	3	905.833	16.167	1.000	1.464	0.683	0.857
40	6	543.167	18.333	0.809	2.237	0.447	0.857
41	9	643.611	18.167	1.000	1.340	0.746	0.857
42	5	187.100	18.300	1.000	1.553	0.644	0.909
43	11	787.318	19.045	0.976	1.218	0.821	0.815
44	4	948.000	18.000	1.000	1.000	1.000	1.000
45	7	132.500	19.500	1.000	1.596	0.626	0.875
46	9	334.500	19.500	1.000	1.000	1.000	1.000
47	5	556.900	19.300	1.000	1.553	0.644	0.909
48	5	568.100	19.700	1.000	1.553	0.644	0.909
49	11	235.864	20.955	0.976	1.851	0.540	0.846
50	14	718.000	21.000	1.000	1.319	0.758	0.933
51	7	839.071	20.786	0.943	1.936	0.517	0.933
52	3	111.833	20.833	1.000	1.464	0.683	0.857
53	5	367.700	20.900	1.000	1.553	0.644	0.909
54	8	424.375	21.625	1.000	1.229	0.814	0.941
55	3	535.833	21.167	1.000	1.464	0.683	0.857
56	1	142.500	21.500	1.000	1.000	1.000	1.000
57	5	160.900	22.300	1.000	1.553	0.644	0.909
58	4	345.500	22.000	1.000	2.031	0.492	0.800
59	6	407.500	23.000	1.000	1.500	0.667	1.000
60	4	472.000	23.000	1.000	1.000	1.000	1.000
61	8	580.250	23.375	0.914	1.939	0.516	0.842
62	9	678.611	23.833	1.000	1.340	0.746	0.857
63	4	779.000	23.000	1.000	1.000	1.000	1.000
64	6	433.000	24.167	0.916	1.809	0.553	0.857
65	2	625.000	23.500	1.000	2.000	0.500	1.000
66	1	876.500	23.500	1.000	1.000	1.000	1.000
67	12	1001.000	25.000	1.000	1.627	0.615	0.857
68	4	75.000	25.000	1.000	1.000	1.000	1.000
69	16	731.812	25.688	0.927	1.622	0.616	0.821
70	7	206.500	26.786	1.000	1.069	0.936	0.875
71	4	226.500	26.250	1.000	1.468	0.681	0.800
72	6	306.500	26.000	1.000	1.500	0.667	1.000
73	2	449.000	25.500	1.000	2.000	0.500	1.000
74	3	591.500	26.500	0.809	3.000	0.333	1.000
75	7	742.500	26.500	1.000	1.596	0.626	0.875
76	5	11.300	26.900	1.000	1.553	0.644	0.909
77	6	245.000	27.500	1.000	1.500	0.667	1.000
78	11	113.409	29.227	0.887	1.892	0.528	0.880
79	7	187.214	28.786	0.800	2.211	0.452	0.778
80	3	274.167	27.833	1.000	1.464	0.683	0.857
81	9	389.833	28.389	1.000	1.340	0.746	0.857
82	3	527.167	27.833	1.000	1.464	0.683	0.857
83	10	131.000	29.500	1.000	1.551	0.645	0.909
84	3	442.833	28.833	1.000	1.464	0.683	0.857
85	5	688.100	29.700	1.000	1.553	0.644	0.909
86	3	953.167	28.833	1.000	1.464	0.683	0.857
87	1	420.500	29.500	1.000	1.000	1.000	1.000
88	3	366.500	30.500	0.967	3.000	0.333	1.000
89	4	417.000	31.000	1.000	1.000	1.000	1.000
90	8	470.750	31.875	0.914	1.435	0.697	0.842
91	5	234.900	32.300	1.000	1.553	0.644	0.909
92	2	103.500	33.000	1.000	2.000	0.500	1.000
93	1	474.500	32.500	1.000	1.000	1.000	1.000
94	6	623.333	33.333	1.000	1.291	0.775	0.800
95	6	679.500	33.667	1.000	1.809	0.553	0.800
96	3	1001.167	33.167	1.000	1.464	0.683	0.857
97	1	105.500	33.500	1.000	1.000	1.000	1.000
98	1	214.500	33.500	1.000	1.000	1.000	1.000
99	4	836.000	34.000	1.000	1.000	1.000	1.000
100	4	876.000	34.000	1.000	1.000	1.000	1.000
101	3	13.833	35.167	1.000	1.464	0.683	0.857
102	6	36.500	35.000	1.000	1.500	0.667	1.000
103	13	56.115	36.269	1.000	1.093	0.915	0.897
104	6	432.167	35.167	0.916	1.593	0.628	0.857
105	6	700.333	35.333	1.000	1.291	0.775	0.800
106	21	74.071	39.071	0.581	2.553	0.392	0.764
107	1	487.500	35.500	1.000	1.000	1.000	1.000
108	10	497.400	37.900	0.806	1.683	0.594	0.800
109	4	596.000	36.000	1.000	1.000	1.000	1.000
110	7	734.929	36.214	0.647	2.982	0.335	0.824
111	8	333.000	37.500	1.000	1.195	0.837	0.800
112	4	47.000	38.000	1.000	1.000	1.000	1.000
113	3	327.500	37.500	0.967	3.000	0.333	1.000
114	4	764.250	38.500	0.857	1.468	0.681	0.800
115	7	93.357	40.071	0.800	1.387	0.721	0.737
116	9	132.500	39.500	1.000	1.000	1.000	1.000
117	5	206.100	39.300	1.000	1.553	0.644	0.909
118	3	528.833	38.833	1.000	1.464	0.683	0.857
119	3	446.167	40.167	1.000	1.464	0.683	0.857
120	12	344.000	41.000	0.809	3.000	0.333	1.000
121	8	618.000	41.500	1.000	1.195	0.837	0.800
122	1	1008.500	40.500	1.000	1.000	1.000	1.000
123	5	539.100	42.700	1.000	1.553	0.644	0.909
124	3	602.833	41.833	1.000	1.464	0.683	0.857
125	15	815.433	42.767	1.000	1.435	0.697	0.882
126	3	384.833	43.167	1.000	1.464	0.683	0.857
127	4	998.000	43.000	1.000	1.000	1.000	1.000
128	4	104.000	44.000	1.000	1.000	1.000	1.000
129	8	976.125	44.250	0.914	1.605	0.623	0.800
130	17	83.912	46.618	1.000	1.263	0.792	0.919
131	9	141.833	46.167	0.884	1.915	0.522	0.783
132	4	283.750	45.500	0.857	1.468	0.681	0.800
133	14	708.786	46.429	0.993	1.437	0.696	0.824
134	10	227.500	47.000	1.000	1.551	0.645	0.909
135	13	477.192	46.500	1.000	1.551	0.645	0.929
136	10	487.800	46.800	0.982	1.241	0.806	0.800
137	5	693.900	46.300	1.000	1.553	0.644	0.909
138	2	984.000	46.500	1.000	2.000	0.500	1.000
139	2	264.500	48.000	1.000	2.000	0.500	1.000
140	13	421.115	48.885	1.000	1.159	0.863	0.897
141	1	453.500	47.500	1.000	1.000	1.000	1.000
142	3	563.167	47.833	1.000	1.464	0.683	0.857
143	8	806.125	48.750	1.000	1.605	0.623	0.800
144	1	826.500	47.500	1.000	1.000	1.000	1.000
145	5	206.100	49.700	1.000	1.553	0.644	0.909
146	1	335.500	48.500	1.000	1.000	1.000	1.000
147	8	411.625	49.375	1.000	1.229	0.814	0.941
148	3	758.500	49.500	0.809	3.000	0.333	1.000
149	3	1013.500	49.500	0.809	3.000	0.333	1.000
150	2	169.500	50.000	1.000	2.000	0.500	1.000
151	2	131.500	51.000	1.000	2.000	0.500	1.000
152	12	346.083	51.333	0.967	1.679	0.596	0.923
153	4	379.000	51.000	1.000	1.000	1.000	1.000
154	5	254.900	52.300	1.000	1.553	0.644	0.909
155	9	315.833	52.389	1.000	1.340	0.746	0.857
156	5	360.900	52.300	1.000	1.553	0.644	0.909
157	8	519.500	53.000	0.914	1.195	0.837	0.800
158	5	814.300	52.100	1.000	1.553	0.644	0.909
159	1	958.500	51.500	1.000	1.000	1.000	1.000
160	1	966.500	51.500	1.000	1.000	1.000	1.000
161	6	671.500	53.000	1.000	1.500	0.667	1.000
162	7	975.500	54.214	1.000	1.069	0.936	0.875
163	11	331.500	55.500	0.976	1.469	0.681	0.846
164	2	160.500	56.000	1.000	2.000	0.500	1.000
165	6	550.667	56.667	1.000	1.291	0.775	0.800
166	2	626.500	56.000	1.000	2.000	0.500	1.000
167	1	768.500	55.500	1.000	1.000	1.000	1.000
168	3	141.500	56.500	0.967	3.000	0.333	1.000
169	11	226.591	58.136	1.000	1.372	0.729	0.957
170	3	391.500	57.500	0.809	3.000	0.333	1.000
171	12	475.333	57.583	1.000	1.579	0.633	0.889
172	6	484.500	57.000	1.000	1.500	0.667	1.000
173	1	567.500	56.500	1.000	1.000	1.000	1.000
174	10	578.300	58.000	1.000	1.327	0.753	0.909
175	14	33.786	59.000	1.000	1.020	0.981	0.933
176	8	84.750	58.250	1.000	1.416	0.706	0.800
177	8	244.625	58.625	1.000	1.229	0.814	0.941
178	4	264.000	59.000	1.000	1.000	1.000	1.000
179	3	690.833	59.167	1.000	1.464	0.683	0.857
180	11	132.318	61.045	0.976	1.450	0.689	0.846
181	10	151.800	60.800	0.982	1.241	0.806	0.800
182	1	400.500	59.500	1.000	1.000	1.000	1.000
183	2	189.500	61.000	1.000	2.000	0.500	1.000
184	11	311.864	61.591	1.000	1.372	0.729	0.957
185	1	675.500	60.500	1.000	1.000	1.000	1.000
186	4	894.000	61.000	1.000	1.000	1.000	1.000
187	5	254.500	62.500	0.873	1.000	1.000	0.714
188	1	814.500	61.500	1.000	1.000	1.000	1.000
189	5	1013.100	62.300	1.000	1.553	0.644	0.909
190	9	75.056	63.833	1.000	1.536	0.651	0.857
191	12	589.167	63.750	1.000	1.135	0.881	0.857
192	4	42.250	64.500	0.857	1.468	0.681	0.800
193	10	218.200	64.700	1.000	1.559	0.641	0.909
194	2	704.000	63.500	1.000	2.000	0.500	1.000
195	5	284.100	65.300	1.000	1.553	0.644	0.909
196	2	373.500	65.000	1.000	2.000	0.500	1.000
197	1	727.500	64.500	1.000	1.000	1.000	1.000
198	2	15.500	66.000	1.000	2.000	0.500	1.000
199	12	141.000	67.000	0.967	1.627	0.615	0.857
200	1	761.500	65.500	1.000	1.000	1.000	1.000
201	1	104.500	66.500	1.000	1.000	1.000	1.000
202	2	160.000	66.500	1.000	2.000	0.500	1.000
203	1	300.500	66.500	1.000	1.000	1.000	1.000
204	1	572.500	66.500	1.000	1.000	1.000	1.000
205	2	123.000	67.500	1.000	2.000	0.500	1.000
206	1	267.500	67.500	1.000	1.000	1.000	1.000
207	9	795.611	70.056	1.000	1.817	0.550	0.857
208	13	227.115	70.885	1.000	1.159	0.863	0.897
209	8	399.625	70.625	1.000	1.229	0.814	0.941
210	2	434.500	70.000	1.000	2.000	0.500	1.000
211	4	114.250	71.500	0.857	1.468	0.681	0.800
212	4	964.000	71.000	1.000	1.000	1.000	1.000
213	1	150.500	71.500	1.000	1.000	1.000	1.000
214	14	316.071	74.214	0.750	1.987	0.503	0.757
215	10	539.500	73.300	1.000	1.236	0.809	0.909
216	4	1013.000	72.000	1.000	1.000	1.000	1.000
217	3	46.833	73.167	1.000	1.464	0.683	0.857
218	2	501.500	73.000	1.000	2.000	0.500	1.000
219	9	748.278	72.944	0.923	2.386	0.419	0.947
220	2	94.000	73.500	1.000	2.000	0.500	1.000
221	6	550.000	74.500	1.000	1.500	0.667	1.000
222	2	996.000	73.500	1.000	2.000	0.500	1.000
223	3	518.500	74.500	0.967	3.000	0.333	1.000
224	1	74.500	75.500	1.000	1.000	1.000	1.000
225	2	305.500	76.000	1.000	2.000	0.500	1.000
226	4	474.500	75.750	1.000	1.468	0.681	0.800
227	2	143.000	76.500	1.000	2.000	0.500	1.000
228	2	162.000	76.500	1.000	2.000	0.500	1.000
229	3	459.833	76.833	1.000	1.464	0.683	0.857
230	4	766.000	77.000	1.000	1.000	1.000	1.000
