 	Area	XM	YM	Circ.	AR	Round	Solidity
1	2	11.000	10.500	1.000	2.000	0.500	1.000
2	2	86.000	10.500	1.000	2.000	0.500	1.000
3	1	301.500	10.500	1.000	1.000	1.000	1.000
4	2	327.000	10.500	1.000	2.000	0.500	1.000
5	1	338.500	10.500	1.000	1.000	1.000	1.000
6	3	351.500	10.500	0.967	3.000	0.333	1.000
7	12	374.083	11.750	1.000	1.281	0.780	0.857
8	2	406.000	10.500	1.000	2.000	0.500	1.000
9	2	425.000	10.500	1.000	2.000	0.500	1.000
10	9	509.056	11.167	1.000	1.536	0.651	0.857
11	10	554.500	11.000	0.925	2.500	0.400	1.000
12	7	576.214	10.929	0.943	1.936	0.517	0.933
13	7	594.214	10.929	0.943	1.936	0.517	0.933
14	2	623.000	10.500	1.000	2.000	0.500	1.000
15	1	791.500	10.500	1.000	1.000	1.000	1.000
16	3	829.500	10.500	0.967	3.000	0.333	1.000
17	6	857.500	11.000	1.000	1.500	0.667	1.000
18	3	909.500	10.500	0.967	3.000	0.333	1.000
19	6	965.667	11.667	1.000	1.291	0.775	0.800
20	4	221.500	11.750	1.000	1.468	0.681	0.800
21	10	236.200	12.100	0.887	1.894	0.528	0.833
22	5	1010.700	11.900	1.000	1.553	0.644	0.909
23	14	72.000	14.214	1.000	1.125	0.889	0.933
24	8	179.625	13.625	1.000	1.229	0.814	0.941
25	8	534.500	13.000	0.820	2.392	0.418	0.889
26	4	602.000	13.000	1.000	1.000	1.000	1.000
27	15	464.500	14.300	0.588	3.432	0.291	0.811
28	1	488.500	13.500	1.000	1.000	1.000	1.000
29	10	585.500	15.300	1.000	1.236	0.809	0.909
30	2	801.500	14.000	1.000	2.000	0.500	1.000
31	1	810.500	13.500	1.000	1.000	1.000	1.000
32	6	117.667	15.333	1.000	1.291	0.775	0.800
33	5	441.700	14.900	1.000	1.553	0.644	0.909
34	10	518.600	15.400	0.806	1.859	0.538	0.833
35	11	755.682	16.318	0.976	1.035	0.966	0.846
36	1	864.500	14.500	1.000	1.000	1.000	1.000
37	7	392.500	16.500	1.000	1.596	0.626	0.875
38	3	414.833	15.833	1.000	1.464	0.683	0.857
39	3	485.833	15.833	1.000	1.464	0.683	0.857
40	12	496.583	16.417	0.967	1.939	0.516	0.889
41	3	617.833	15.833	1.000	1.464	0.683	0.857
