 	Area	XM	YM	Circ.	AR	Round	Solidity
1	8	27.500	10.875	0.820	2.232	0.448	0.889
2	9	150.500	11.500	1.000	1.000	1.000	1.000
3	2	171.000	10.500	1.000	2.000	0.500	1.000
4	4	260.250	11.500	0.857	1.468	0.681	0.800
5	2	291.000	10.500	1.000	2.000	0.500	1.000
6	2	330.000	10.500	1.000	2.000	0.500	1.000
7	5	362.300	10.900	1.000	1.553	0.644	0.909
8	2	373.000	10.500	1.000	2.000	0.500	1.000
9	4	388.000	11.000	1.000	1.000	1.000	1.000
10	2	415.500	11.000	1.000	2.000	0.500	1.000
11	11	423.136	11.409	1.000	1.372	0.729	0.957
12	2	472.000	10.500	1.000	2.000	0.500	1.000
13	3	492.500	10.500	0.967	3.000	0.333	1.000
14	6	510.000	10.833	0.916	1.809	0.553	0.857
15	3	521.500	10.500	0.967	3.000	0.333	1.000
16	1	528.500	10.500	1.000	1.000	1.000	1.000
17	2	549.000	10.500	1.000	2.000	0.500	1.000
18	6	612.667	11.667	1.000	1.291	0.775	0.800
19	6	698.500	11.000	1.000	1.500	0.667	1.000
20	8	718.000	11.000	1.000	2.000	0.500	1.000
21	3	771.167	10.833	1.000	1.464	0.683	0.857
22	3	823.500	10.500	0.967	3.000	0.333	1.000
23	6	842.000	10.833	0.916	1.809	0.553	0.857
24	2	878.000	10.500	1.000	2.000	0.500	1.000
25	10	928.500	11.700	1.000	1.236	0.809	0.909
26	2	966.000	10.500	1.000	2.000	0.500	1.000
27	2	978.000	10.500	1.000	2.000	0.500	1.000
28	1	989.500	10.500	1.000	1.000	1.000	1.000
29	10	996.700	11.500	1.000	1.236	0.809	0.909
30	13	689.269	13.269	0.922	1.420	0.704	0.812
31	1	1005.500	11.500	1.000	1.000	1.000	1.000
32	3	787.167	12.833	1.000	1.464	0.683	0.857
33	4	636.000	14.000	1.000	1.000	1.000	1.000
34	1	671.500	13.500	1.000	1.000	1.000	1.000
35	6	51.500	15.000	1.000	1.500	0.667	1.000
36	2	661.500	15.000	1.000	2.000	0.500	1.000
37	3	193.500	15.500	0.967	3.000	0.333	1.000
38	4	269.000	16.000	1.000	1.000	1.000	1.000
39	4	354.000	16.000	1.000	1.000	1.000	1.000
40	9	731.722	17.056	0.884	1.158	0.864	0.750
41	7	906.500	16.500	1.000	1.596	0.626	0.875
42	1	79.500	16.500	1.000	1.000	1.000	1.000
43	6	499.833	17.167	0.916	1.593	0.628	0.857
44	11	653.045	18.318	0.976	1.450	0.689	0.846
45	6	680.333	17.833	0.916	1.124	0.890	0.800
46	6	855.333	17.667	1.000	1.291	0.775	0.800
47	7	939.500	17.214	1.000	1.069	0.936	0.875
48	9	41.500	18.500	1.000	1.000	1.000	1.000
49	2	120.000	17.500	1.000	2.000	0.500	1.000
50	11	157.864	18.409	1.000	1.372	0.729	0.957
51	4	331.750	18.500	0.857	1.468	0.681	0.800
52	5	442.300	18.700	0.873	1.882	0.531	0.714
53	6	597.500	18.000	1.000	1.500	0.667	1.000
54	11	955.864	18.409	1.000	1.372	0.729	0.957
55	3	527.500	19.500	0.809	3.000	0.333	1.000
