 	Area	XM	YM	Circ.	AR	Round	Solidity
1	6	12.000	11.500	1.000	1.500	0.667	1.000
2	9	67.167	11.278	1.000	1.185	0.844	0.857
3	7	130.214	10.929	0.943	1.936	0.517	0.933
4	3	154.500	10.500	0.967	3.000	0.333	1.000
5	1	287.500	10.500	1.000	1.000	1.000	1.000
6	5	357.100	10.700	0.764	2.188	0.457	0.769
7	2	404.000	10.500	1.000	2.000	0.500	1.000
8	3	470.500	10.500	0.967	3.000	0.333	1.000
9	3	480.833	10.833	1.000	1.464	0.683	0.857
10	2	619.000	10.500	1.000	2.000	0.500	1.000
11	3	826.500	10.500	0.967	3.000	0.333	1.000
12	3	932.833	10.833	1.000	1.464	0.683	0.857
13	4	979.250	10.750	1.000	2.000	0.500	0.800
14	1	147.500	11.500	1.000	1.000	1.000	1.000
15	9	330.833	12.389	1.000	1.340	0.746	0.857
16	3	759.500	12.500	0.809	3.000	0.333	1.000
17	11	868.045	13.136	1.000	1.139	0.878	0.815
18	13	247.654	14.269	1.000	1.312	0.762	0.812
19	5	941.100	13.300	1.000	1.553	0.644	0.909
20	11	110.136	14.409	1.000	1.372	0.729	0.957
21	10	317.100	14.800	0.982	1.976	0.506	0.800
22	2	857.500	14.000	1.000	2.000	0.500	1.000
23	6	384.500	15.000	1.000	1.500	0.667	1.000
24	6	489.000	16.000	0.809	2.082	0.480	0.857
25	5	781.300	15.900	1.000	1.553	0.644	0.909
26	11	642.136	18.045	1.000	1.139	0.878	0.815
27	2	703.000	16.500	1.000	2.000	0.500	1.000
28	4	23.000	18.000	1.000	1.000	1.000	1.000
29	6	42.333	18.667	1.000	1.291	0.775	0.800
30	1	500.500	17.500	1.000	1.000	1.000	1.000
31	6	767.500	18.000	1.000	1.500	0.667	1.000
32	4	12.250	19.750	0.857	2.000	0.500	0.800
33	3	26.500	18.500	0.967	3.000	0.333	1.000
34	10	66.000	19.500	1.000	1.551	0.645	0.909
35	14	323.143	21.786	0.455	4.677	0.214	0.875
36	2	563.500	19.000	1.000	2.000	0.500	1.000
37	5	977.500	19.500	0.873	1.000	1.000	0.714
38	4	1004.000	19.000	1.000	1.000	1.000	1.000
39	4	593.500	19.750	1.000	1.468	0.681	0.800
40	4	962.000	20.000	1.000	1.000	1.000	1.000
41	4	301.000	21.000	1.000	1.000	1.000	1.000
42	2	120.000	21.500	1.000	2.000	0.500	1.000
43	8	434.000	22.000	1.000	2.000	0.500	1.000
44	2	147.500	24.000	1.000	2.000	0.500	1.000
45	2	396.500	24.000	1.000	2.000	0.500	1.000
46	15	508.167	25.033	1.000	1.392	0.718	0.882
47	2	650.000	23.500	1.000	2.000	0.500	1.000
48	1	817.500	23.500	1.000	1.000	1.000	1.000
49	1	74.500	24.500	1.000	1.000	1.000	1.000
50	8	410.000	25.250	0.914	1.989	0.503	0.800
51	6	578.500	25.000	1.000	1.500	0.667	1.000
52	4	29.000	26.000	1.000	1.000	1.000	1.000
53	3	129.500	26.500	0.809	3.000	0.333	1.000
54	1	453.500	25.500	1.000	1.000	1.000	1.000
55	4	528.000	26.000	1.000	1.000	1.000	1.000
56	2	996.000	25.500	1.000	2.000	0.500	1.000
